row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Book valueVND,ProvisionVND,Book valueVND,ProvisionVND,,,,
Related party (Note 33(b)),Related party (Note 33(b)),Related party (Note 33(b)),Related party (Note 33(b)),Related party (Note 33(b)),Related party (Note 33(b)),Related party (Note 33(b)),,,,
Truong Phu Hydropower Joint Stock Company (i),Truong Phu Hydropower Joint Stock Company (i),Truong Phu Hydropower Joint Stock Company (i),"180,900,000,000",-,"180,900,000,000",-,,,,
Son Tin Commodity Trading Joint Stock Company (ii),Son Tin Commodity Trading Joint Stock Company (ii),Son Tin Commodity Trading Joint Stock Company (ii),"54,420,000,000",-,"44,420,000,000",-,,,,
Ninh Thuan Green Energy Joint Stock Company (iii),Ninh Thuan Green Energy Joint Stock Company (iii),Ninh Thuan Green Energy Joint Stock Company (iii),"4,000,000,000",-,"4,000,000,000",-,,,,
Lavi Wind Power Joint Stock Company (iv),Lavi Wind Power Joint Stock Company (iv),Lavi Wind Power Joint Stock Company (iv),"3,000,000,000",-,-,-,,,,
,,,"242,320,000,000",-,"229,320,000,000",-,,,,
