row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Tiền thu từ nhận góp vốn của công ty con từ cổ đông thiểu số,,200.000.000,113.883.080.000,,,200000000.0,113883080000.0
33,33,33,Tiền thu từ đi vay,,1.057.809.183.019,2.365.726.854.461,,,1057809183019.0,2365726854461.0
34,34,34,Tiền chi trả nợ gốc vay,,(1.963.830.390.300),(2.196.460.215.564),,,-1963830390300.0,-2196460215564.0
35,35,35,Tiền chi trả nợ gốc thuê tài chính,,(8.460.291.486),(4.095.691.380),,,-8460291486.0,-4095691380.0
36,36,36,Tiền chi trả cổ tức cho cổ đông,,(76.197.803.000),(84.295.256.500),,,-76197803000.0,-84295256500.0
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,,(990.479.301.767),194.758.771.017,,,-990479301767.0,194758771017.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(65.434.722.535),(104.890.430.368),,,-65434722535.0,-104890430368.0
60,60,60,Tiền và các khoản tương đương tiền đầu năm,3,229.105.088.949,333.840.180.277,,3.0,229105088949.0,333840180277.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,47.340.658,155.339.040,,,47340658.0,155339040.0
70,70,70,Tiền và các khoản tương đương tiền cuối năm,3,163.717.707.072,229.105.088.949,,3.0,163717707072.0,229105088949.0
