row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Phân bổ trong năm,Năm nay VND > 40.751.802.321 > 94.791.522.125 > (89.661.334.082),Năm trước VND > 37.891.180.434 > 79.955.938.548 > (77.095.316.661),numeric__Năm nay VND > 40.751.802.321 > 94.791.522.125 > (89.661.334.082),numeric__Năm trước VND > 37.891.180.434 > 79.955.938.548 > (77.095.316.661)
Chuyển nhượng công ty con,Chuyển nhượng công ty con,Chuyển nhượng công ty con,(91.134.050),-,-91134050.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,45.790.856.314,40.751.802.321,45790856314.0,40751802321.0
