row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Interest income from deposits and lendings,Interest income from deposits and lendings,Interest income from deposits and lendings,"37,914,120,428","40,631,203,487",,
Realised foreign exchange gains,Realised foreign exchange gains,Realised foreign exchange gains,"52,668,927","2,060,973,589",,
Net gain from foreign currency translation at year-end,Net gain from foreign currency translation at year-end,Net gain from foreign currency translation at year-end,"47,340,658","1,955,339,040",,
Gain from disposal of investments,Gain from disposal of investments,Gain from disposal of investments,-,"55,080,000,000",,
Others,Others,Others,"13,992,559","872,238,637",,
,,,"38,028,122,572","100,599,754,753",,
