row_label_raw,row_label_full,Related Party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Thanh Thanh Nam Joint Stock Company,Thanh Thanh Nam Joint Stock Company,Thanh Thanh Nam Joint Stock Company,Purchase of goods and services,"5,980,362,630","5,979,010,366",,,
Tan Dinh Import Export Joint Stock Company,Tan Dinh Import Export Joint Stock Company,Tan Dinh Import Export Joint Stock Company,Purchase of goods and services,"1,647,983,181","1,135,278,203",,,
Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Revenue from sale of goods and rendering of services,"5,714,148,767","4,369,282,876",,,
Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company,Purchase of goods and services,"424,080,109","512,517,611",,,
Thanh Thanh Cong Tourism Joint Stock Company,Thanh Thanh Cong Tourism Joint Stock Company,Thanh Thanh Cong Tourism Joint Stock Company,Purchase of goods and services,-,"755,411,111",,,
Ninh Thuan Green Energy Joint Stock Company,Ninh Thuan Green Energy Joint Stock Company,Ninh Thuan Green Energy Joint Stock Company,Interest income,"360,986,304","360,000,004",,,
Thanh Binh Tourism Joint Stock Company,Thanh Binh Tourism Joint Stock Company,Thanh Binh Tourism Joint Stock Company,Purchase of goods and services,"176,693,551","165,022,921",,,
TTC Attapeu Sugar Cane Limited Company,TTC Attapeu Sugar Cane Limited Company,TTC Attapeu Sugar Cane Limited Company,Revenue from sale of goods and rendering of services,"66,720,000","66,720,000",,,
Attapeu Sugar Cane One - Member Limited Company,Attapeu Sugar Cane One - Member Limited Company,Attapeu Sugar Cane One - Member Limited Company,Revenue from sale of goods and rendering of services,"57,000,000",-,,,
