row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Beginning of year,Beginning of year,Beginning of year,"358,893,849,428","4,876,665,739,511",,
Increase during the year,Increase during the year,Increase during the year,"65,712,218,682","280,491,496,970",,
Transfers to tangible fixed assets (Note 11(a)),Transfers to tangible fixed assets (Note 11(a)),Transfers to tangible fixed assets (Note 11(a)),"(83,807,631,791)","(4,785,213,928,359)",,
Transfers to inventory,Transfers to inventory,Transfers to inventory,"(50,411,448,736)",-,,
Transfer of a subsidiary,Transfer of a subsidiary,Transfer of a subsidiary,"(21,989,757,454)",-,,
Others,Others,Others,"(27,272,727)","(13,049,458,694)",,
End of year,End of year,End of year,"268,369,957,402","358,893,849,428",,
