row_label_raw,row_label_full,col_0,Buildings and structures VND,Machineries and equipments VND,"Motor vehicles, transmissions VND",Office equipment VND,Others VND,Total VND,numeric__Buildings and structures VND,numeric__Machineries and equipments VND,"numeric__Motor vehicles, transmissions VND",numeric__Office equipment VND,numeric__Others VND,numeric__Total VND
Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,Historical cost,,,,,,
As at beginning of year,As at beginning of year,As at beginning of year,"3,945,253,174,450","10,027,382,805,605","2,537,047,529,449","241,588,945,473","157,366,863,259","16,908,639,318,236",,,,,,
New purchases in the year,New purchases in the year,New purchases in the year,"34,594,000","2,354,616,501","644,165,374","2,113,457,879","1,099,638,000","6,246,471,754",,,,,,
Transfers from construction in progress (Note 12),Transfers from construction in progress (Note 12),Transfers from construction in progress (Note 12),"9,780,668,525","74,026,963,266",-,-,-,"83,807,631,791",,,,,,
Disposals,Disposals,Disposals,-,"(50,910,687,953)","(6,426,590,637)","(48,400,000)","(1,069,181,800)","(58,454,860,390)",,,,,,
Others,Others,Others,,"(313,277,834)",,,,"(313,277,834)",,,,,,
Transfer of a subsidiary,Transfer of a subsidiary,Transfer of a subsidiary,,"(58,348,732,852)",,,-,"(58,348,732,852)",,,,,,
As at end of year,As at end of year,As at end of year,"3,955,068,436,975","9,994,191,686,733","2,531,265,104,186","243,654,003,352","157,397,319,459","16,881,576,550,705",,,,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,,,,,,
As at beginning of year,As at beginning of year,As at beginning of year,"813,882,648,274","1,652,409,012,171","264,780,701,249","70,425,704,095","87,648,955,306","2,889,147,021,095",,,,,,
Charge for the year,Charge for the year,Charge for the year,"161,083,092,496","507,458,223,275","103,802,321,136","22,656,750,391","2,016,247,262","797,016,634,560",,,,,,
Disposals,Disposals,Disposals,-,"(9,803,163,233)","(1,785,954,724)","(48,400,000)","(136,818,820)","(11,774,336,777)",,,,,,
Others,Others,Others,-,"(23,523,903)",-,-,-,"(23,523,903)",,,,,,
Transfer of a subsidiary,Transfer of a subsidiary,Transfer of a subsidiary,-,"(1,302,953,677)",-,-,-,"(1,302,953,677)",,,,,,
As at end of year,As at end of year,As at end of year,"974,965,740,770","2,148,737,594,633","366,797,067,661","93,034,054,486","89,528,383,748","3,673,062,841,298",,,,,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,,,,
As at beginning of year,As at beginning of year,As at beginning of year,"3,131,370,526,176","8,374,973,793,434","2,272,266,828,200","171,163,241,378","69,717,907,953","14,019,492,297,141",,,,,,
As at end of year,As at end of year,As at end of year,"2,980,102,696,205","7,845,454,092,100","2,164,468,036,525","150,619,948,866","67,868,935,711","13,208,513,709,407",,,,,,
