row_label_raw,row_label_full,Contract No.,Type,Amount,Principal VND,Rate,Period,Re-purchase amount,numeric__Type,numeric__Amount,numeric__Principal VND,numeric__Rate,numeric__Period,numeric__Re-purchase amount
88.20.01/CTTC dated 26 June 2020,88.20.01/CTTC dated 26 June 2020,88.20.01/CTTC dated 26 June 2020,Sale and lease-back,VND7.14 billion (80% of leasing asset value),"2,483,130,059",(*),84 months from the contract date,VND9 million,,,,,,
92.20.09/CTTC dated 15 December 2020,92.20.09/CTTC dated 15 December 2020,92.20.09/CTTC dated 15 December 2020,Sale and lease-back,VND6.98 billion (57% of leasing asset value),"1,535,517,315",(*),60 months from the contract date,VND11.2 million,,,,,,
77.20.05/CTTC dated 30 December 2020,77.20.05/CTTC dated 30 December 2020,77.20.05/CTTC dated 30 December 2020,Sale and lease-back,VND7.57 billion (70% of leasing asset value),"1,697,498,721",(*),60 months from the contract date,VND11 million,,,,,,
2024-00139-000 dated 25 June 2024,2024-00139-000 dated 25 June 2024,2024-00139-000 dated 25 June 2024,Sale and lease-back,VND15.2 billion (85% of leasing asset value),"11,637,491,377",(**),60 months from the contract date,VND76 million,,,,,,
2024-00140-000 dated 25 June 2024,2024-00140-000 dated 25 June 2024,2024-00140-000 dated 25 June 2024,Sale and lease-back,VND16 billion (85% of leasing asset value),"12,291,096,238",(**),60 months from the contract date,VND80 million,,,,,,
2024-00141-000 dated 25 June 2024,2024-00141-000 dated 25 June 2024,2024-00141-000 dated 25 June 2024,Sale and lease-back,VND20 billion (85% of leasing asset value),"15,352,813,254",(**),60 months from the contract date,VND100 million,,,,,,
,,,,Current portion,"44,997,546,964(12,824,891,511)",,,,,,,,,
,,,,,"32,172,655,453",,,,,,,,,
