row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Beginning of year,Beginning of year,Beginning of year,"8,480,418,816","13,305,847,965",,
Consolidated income statement credit (Note 31),Consolidated income statement credit (Note 31),Consolidated income statement credit (Note 31),"(34,085,817,151)","(4,825,429,149)",,
End of year,End of year,End of year,"(25,605,398,335)","8,480,418,816",,
