row_label_raw,row_label_full,Bên liên quan > Công ty Cổ phần Thành Thành Nam,Nội dung nghiệp vụ > Mua hàng hóa và dịch vụ,Năm nay VND > 5.980.362.630,Năm trước VND > 5.979.010.366,numeric__Nội dung nghiệp vụ > Mua hàng hóa và dịch vụ,numeric__Năm nay VND > 5.980.362.630,numeric__Năm trước VND > 5.979.010.366
Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Mua hàng hóa và dịch vụ,1.647.983.181,1.135.278.203,,1647983181.0,1135278203.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa và dịch vụ,5.714.148.767,4.369.282.876,,5714148767.0,4369282876.0
Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu công nghiệp Đặng Huỳnh,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa và dịch vụ,424.080.109,512.517.611,,424080109.0,512517611.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua hàng hóa và dịch vụ,-,755.411.111,,,755411111.0
Công ty Cổ phần Năng lượng sạch Ninh Thuận,Công ty Cổ phần Năng lượng sạch Ninh Thuận,Công ty Cổ phần Năng lượng sạch Ninh Thuận,Lãi cho vay,360.986.304,360.000.004,,360986304.0,360000004.0
Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Mua hàng hóa và dịch vụ,176.693.551,165.022.921,,176693551.0,165022921.0
Công ty TNHH Mía Đường TTC Attapeu,Công ty TNHH Mía Đường TTC Attapeu,Công ty TNHH Mía Đường TTC Attapeu,Doanh thu bán hàng hóa và dịch vụ,66.720.000,66.720.000,,66720000.0,66720000.0
Công ty TNHH MTV Mía Đường Attapeu,Công ty TNHH MTV Mía Đường Attapeu,Công ty TNHH MTV Mía Đường Attapeu,Doanh thu bán hàng hóa và dịch vụ,57.000.000,-,,57000000.0,
