row_label_raw,row_label_full,col_0,Manufacturing and selling electricity VND,Construction services VND,Rendering of services VND,Sales of goods VND,Elimination VND,Total VND,numeric__Manufacturing and selling electricity VND,numeric__Construction services VND,numeric__Rendering of services VND,numeric__Sales of goods VND,numeric__Elimination VND,numeric__Total VND
Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,,,,,,
Sales to external customers,Sales to external customers,Sales to external customers,"2,297,665,425,496","13,858,014,233","13,415,983,021","375,000,000",-,"2,325,314,422,750",,,,,,
Sales to internal customers,Sales to internal customers,Sales to internal customers,-,"22,008,820,922","27,258,683,237","22,504,413,010","(71,771,917,169)",-,,,,,,
Total revenue,Total revenue,Total revenue,"2,297,665,425,496","35,866,835,155","40,674,666,258","22,879,413,010","(71,771,917,169)","2,325,314,422,750",,,,,,
Depreciation and amortisation expenses,Depreciation and amortisation expenses,Depreciation and amortisation expenses,"800,249,672,861","4,048,067,238",-,-,-,"804,297,740,099",,,,,,
Result,Result,Result,Result,Result,Result,Result,Result,Result,,,,,,
Segment gross profit/loss,Segment gross profit/loss,Segment gross profit/loss,"1,034,280,551,920","2,834,456,026","29,721,798,497","1,135,955,001","5,210,865,296","1,073,183,626,740",,,,,,
Unallocated expenses,Unallocated expenses,Unallocated expenses,,,,,,"(135,514,654,026)",,,,,,
Financial income,Financial income,Financial income,,,,,,"38,028,122,572",,,,,,
Financial expenses,Financial expenses,Financial expenses,,,,,,"(801,100,868,886)",,,,,,
Profit from associate,Profit from associate,Profit from associate,,,,,,"5,367,117,999",,,,,,
Other gains,Other gains,Other gains,,,,,,"1,567,251,773",,,,,,
Profit before tax,Profit before tax,Profit before tax,,,,,,"181,530,596,172",,,,,,
CIT - current,CIT - current,CIT - current,,,,,,"(55,371,388,939)",,,,,,
CIT - deferred,CIT - deferred,CIT - deferred,,,,,,"(34,085,817,151)",,,,,,
Profit after tax,Profit after tax,Profit after tax,,,,,,"92,073,390,082",,,,,,
