row_label_raw,row_label_full,Related Party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Dividends on preference share,"40,076,208,000","39,290,400,000",,,
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Purchase of goods and services,"860,314,299","6,429,497,864",,,
Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Deutsche Investitions- und Entwicklungsgesellschaft mbH (DEG),Supporting fee,"453,640,775","972,532,305",,,
Jera Asia Vietnam Holdings Pte. Ltd,Jera Asia Vietnam Holdings Pte. Ltd,Jera Asia Vietnam Holdings Pte. Ltd,"Net receipts, payment on behalf",-,"22,827,381,818",,,
Dong Thuan Tourism Joint Stock Company,Dong Thuan Tourism Joint Stock Company,Dong Thuan Tourism Joint Stock Company,Purchase of goods and services,"3,240,741","7,381,819",,,
Branch of TTC Tourism Company Limited - TTC Palace Binh Thuan,Branch of TTC Tourism Company Limited - TTC Palace Binh Thuan,Branch of TTC Tourism Company Limited - TTC Palace Binh Thuan,Purchase of goods and services,"13,786,070",-,,,
TTC International Training and Research Institute,TTC International Training and Research Institute,TTC International Training and Research Institute,Purchase of goods and services,-,"2,500,000",,,
Branch of Thanh Thanh Cong Tourism Joint Stock Company in Can Tho - TTC Hotel,Branch of Thanh Thanh Cong Tourism Joint Stock Company in Can Tho - TTC Hotel,Branch of Thanh Thanh Cong Tourism Joint Stock Company in Can Tho - TTC Hotel,Purchase of goods and services,"10,482,407",-,,,
Toan Thinh Phat Binh Thuan Company Limited,Toan Thinh Phat Binh Thuan Company Limited,Toan Thinh Phat Binh Thuan Company Limited,Purchase of goods and services,-,"36,469,697",,,
