row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",8.364.959,3.132.980,8364959.0,3132980.0
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,2.988.969,2.109.676,2988969.0,2109676.0
,,,11.353.928,5.242.656,11353928.0,5242656.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí khai hoang,Dài hạn > Chi phí khai hoang,Chi phí khai hoang,249.358.743,240.352.484,249358743.0,240352484.0
Tiền thuê đất,Dài hạn > Tiền thuê đất,Tiền thuê đất,67.758.782,69.091.972,67758782.0,69091972.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",24.797.811,15.677.456,24797811.0,15677456.0
Chi phí thuê văn phòng,Dài hạn > Chi phí thuê văn phòng,Chi phí thuê văn phòng,4.982.444,5.102.262,4982444.0,5102262.0
Chi phí đào tạo học viện bóng đá HAGL-JMG,Dài hạn > Chi phí đào tạo học viện bóng đá HAGL-JMG,Chi phí đào tạo học viện bóng đá HAGL-JMG,-,39.802.957,,39802957.0
Chi phí khác,Dài hạn > Chi phí khác,Chi phí khác,6.499.049,11.549.728,6499049.0,11549728.0
,,,353.396.829,381.576.859,353396829.0,381576859.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,364.750.757,386.819.515,364750757.0,386819515.0
