row_label_raw,row_label_full,col_0,Ngân VND,Ngân VND_1,numeric__Ngân VND,numeric__Ngân VND_1
,,,Năm nay,Năm trước(Trình bày lại - Thuyết minh số 38),,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,334.042.538,288.324.842,334042538.0,288324842.0
Chi phí lương nhân viên,Chi phí bán hàng > Chi phí lương nhân viên,Chi phí lương nhân viên,11.239.055,15.493.345,11239055.0,15493345.0
Chi phí khấu hao và hao mòn,Chi phí bán hàng > Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.853.664,2.412.294,2853664.0,2412294.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,6.448.949,2.626.378,6448949.0,2626378.0
,,,354.584.206,308.856.859,354584206.0,308856859.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,1.425.324.428,175.446.185,1425324428.0,175446185.0
Phân bổ lợi thế thương mại,Chi phí quản lý doanh nghiệp > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,157.929.000,315.937.136,157929000.0,315937136.0
Chi phí lương nhân viên,Chi phí quản lý doanh nghiệp > Chi phí lương nhân viên,Chi phí lương nhân viên,144.305.575,152.029.212,144305575.0,152029212.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,46.381.182,72.024.456,46381182.0,72024456.0
Chi phí khấu hao,Chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,17.983.621,30.758.900,17983621.0,30758900.0
Chi phí khác,Chi phí quản lý doanh nghiệp > Chi phí khác,Chi phí khác,59.316.300,26.273.693,59316300.0,26273693.0
,,,1.851.240.106,772.469.582,1851240106.0,772469582.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,2.205.824.312,1.081.326.441,2205824312.0,1081326441.0
