row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.231.637.137,Ngân VND Số đầu năm > 2.126.870.427,numeric__Số cuối năm > 1.231.637.137,numeric__Ngân VND Số đầu năm > 2.126.870.427
"Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu","Ngân hàng Liên doanh Lào Việt (""Ngân hàng Lào - Việt"") - Chi nhánh Attapeu",1.025.470.346,822.882.260,1025470346.0,822882260.0
"Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"")","Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"")","Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"")",711.277.743,-,711277743.0,
"Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín (""Sacombank"")",512.454.605,553.088.595,512454605.0,553088595.0
"Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")","Ngân Hàng Thương mại Cổ phần Tiên Phong (""TPBank"")",242.000.000,100.000.000,242000000.0,100000000.0
"Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")","Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh (""HDBank"")",-,1.029.352.918,,1029352918.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.722.839.831,4.632.194.200,3722839831.0,4632194200.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,2.528.363.183,3.095.659.574,2528363183.0,3095659574.0
Vay dài hạn ngân hàng đến hạn trả,Trong đó: > Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,1.194.476.648,1.536.534.626,1194476648.0,1536534626.0
