row_label_raw,row_label_full,Tên ngân hàng > TPBank - Chinính Hà Nội > TPBank - Hội sở,Số tiền(Ngàn VND) > 192.000.000 > 50.000.000,Thời hạn thanh toánvà ngày đáo hạn > Từ 22 tháng 10 năm 2021 đến 21 tháng 10 năm 2024 > Từ ngày 25 tháng 2 năm 2021 đến 23 tháng 11 năm 2021,"Lãi suất(%/năm) > Lãi suất điều chỉnh ba (3) tháng một lần và bằng lãi suất tiền tiền gửi tiết kiệm mười hai (12) tháng của TPBank cộng với biên độ 3,50 (2020: 10,00) > 10,90 - 11,40","Tài sản thế chấp(TM số 10, 11, 12, 13 và 14) > Tín chấp > Chứng khoán cùng lợi tức, cổ tức và các quyền và lợi ích phát sinh từ 15.000.000 cổ phiếu HNG thuộc sở hữu của Công ty.",numeric__Số tiền(Ngàn VND) > 192.000.000 > 50.000.000,numeric__Thời hạn thanh toánvà ngày đáo hạn > Từ 22 tháng 10 năm 2021 đến 21 tháng 10 năm 2024 > Từ ngày 25 tháng 2 năm 2021 đến 23 tháng 11 năm 2021,"numeric__Lãi suất(%/năm) > Lãi suất điều chỉnh ba (3) tháng một lần và bằng lãi suất tiền tiền gửi tiết kiệm mười hai (12) tháng của TPBank cộng với biên độ 3,50 (2020: 10,00) > 10,90 - 11,40","numeric__Tài sản thế chấp(TM số 10, 11, 12, 13 và 14) > Tín chấp > Chứng khoán cùng lợi tức, cổ tức và các quyền và lợi ích phát sinh từ 15.000.000 cổ phiếu HNG thuộc sở hữu của Công ty."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,242.000.000,,,,242000000.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,144.000.000,,,,144000000.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,98.000.000,,,,98000000.0,,,
