row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,Phải trả người bán hàng hóa và dịch vụ,1.414.093.688,991.975.634,1414093688.0,991975634.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Công ty Cổ phần Nông nghiệp Trường Hải,Trong đó: > - Công ty Cổ phần Nông nghiệp Trường Hải,- Công ty Cổ phần Nông nghiệp Trường Hải,292.855.814,207.569.777,292855814.0,207569777.0
- Các nhà cung cấp khác,Trong đó: > - Các nhà cung cấp khác,- Các nhà cung cấp khác,1.121.237.874,784.405.857,1121237874.0,784405857.0
Phải trả người bán máy móc và thiết bị,Trong đó: > Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,21.919.095,2.165.247,21919095.0,2165247.0
Phải trả nhà thầu xây dựng,Trong đó: > Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,31.852.961,19.491.735,31852961.0,19491735.0
Phải trả người bán khác,Trong đó: > Phải trả người bán khác,Phải trả người bán khác,6.171.141,1.361.146,6171141.0,1361146.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,1.474.036.885,1.014.993.762,1474036885.0,1014993762.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên thứ ba,Trong đó: > Phải trả các bên thứ ba,Phải trả các bên thứ ba,1.356.262.115,939.356.892,1356262115.0,939356892.0
Phải trả các bên liên quan (TM số 34),Trong đó: > Phải trả các bên liên quan (TM số 34),Phải trả các bên liên quan (TM số 34),117.774.770,75.636.870,117774770.0,75636870.0
