row_label_raw,row_label_full,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy Nhựa Hoàng Anh Gia Lai,Công ty liên quan,Ứng trước mua hàng hóa và dịch vụ,23.253.451,-,numeric__Công ty liên quan,numeric__Ứng trước mua hàng hóa và dịch vụ,numeric__23.253.451,numeric__-
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty con (từ ngày 10 tháng 9 năm 2020),Ứng trước mua hàng hóa và dịch vụ,-,2.299.803,,,,2299803.0
,,,,,23.253.451,2.299.803,,,23253451.0,2299803.0
