row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",1.967.180.717,1.711.671.121,1967180717.0,1711671121.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"- Hoạt động sản xuất, trồng trọt (i)","Trong đó: > - Hoạt động sản xuất, trồng trọt (i)","- Hoạt động sản xuất, trồng trọt (i)",1.078.419.250,856.080.345,1078419250.0,856080345.0
- Hợp đồng xây dựng (ii),Trong đó: > - Hợp đồng xây dựng (ii),- Hợp đồng xây dựng (ii),878.282.394,855.590.776,878282394.0,855590776.0
- Chăn nuôi,Trong đó: > - Chăn nuôi,- Chăn nuôi,10.479.073,-,10479073.0,
Nguyên vật liệu,Trong đó: > Nguyên vật liệu,Nguyên vật liệu,322.805.041,282.336.032,322805041.0,282336032.0
Thành phẩm,Trong đó: > Thành phẩm,Thành phẩm,64.167.607,156.551.372,64167607.0,156551372.0
Hàng hóa,Trong đó: > Hàng hóa,Hàng hóa,55.173.276,42.046.510,55173276.0,42046510.0
"Công cụ, dụng cụ","Trong đó: > Công cụ, dụng cụ","Công cụ, dụng cụ",9.513.608,30.523.755,9513608.0,30523755.0
Hàng đi đường,Trong đó: > Hàng đi đường,Hàng đi đường,4.272.302,-,4272302.0,
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.423.112.551,2.223.128.790,2423112551.0,2223128790.0
Dự phòng giảm giá hàng tồn kho,Trong đó: > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(75.146.986),(21.572.100),-75146986.0,-21572100.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,2.347.965.565,2.201.556.690,2347965565.0,2201556690.0
