row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngắn hạn bên khác (TM số 24.4),Ngắn hạn > Vay ngắn hạn bên khác (TM số 24.4),Vay ngắn hạn bên khác (TM số 24.4),5.122.729.858,947.464.625,5122729858.0,947464625.0
Vay ngắn hạn ngân hàng (TM số 24.1),Ngắn hạn > Vay ngắn hạn ngân hàng (TM số 24.1),Vay ngắn hạn ngân hàng (TM số 24.1),1.467.713.308,897.504.879,1467713308.0,897504879.0
Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),Ngắn hạn > Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),Vay dài hạn ngân hàng đến hạn trả (TM số 24.3),1.194.476.648,1.536.534.626,1194476648.0,1536534626.0
Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),Ngắn hạn > Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),Vay dài hạn trái phiếu đến hạn trả (TM số 24.2),872.245.035,120.000.000,872245035.0,120000000.0
Vay ngắn hạn từ công ty và cá nhân (TM số 24.5),Ngắn hạn > Vay ngắn hạn từ công ty và cá nhân (TM số 24.5),Vay ngắn hạn từ công ty và cá nhân (TM số 24.5),114.686.449,250.954.574,114686449.0,250954574.0
,,,8.771.851.298,3.752.458.704,8771851298.0,3752458704.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay dài hạn trái phiếu (TM số 24.2),Dài hạn > Vay dài hạn trái phiếu (TM số 24.2),Vay dài hạn trái phiếu (TM số 24.2),6.726.624.401,7.044.687.161,6726624401.0,7044687161.0
Vay dài hạn ngân hàng (TM số 24.3),Dài hạn > Vay dài hạn ngân hàng (TM số 24.3),Vay dài hạn ngân hàng (TM số 24.3),2.528.363.183,3.095.659.574,2528363183.0,3095659574.0
Vay dài hạn từ công ty và cá nhân (TM số 24.6),Dài hạn > Vay dài hạn từ công ty và cá nhân (TM số 24.6),Vay dài hạn từ công ty và cá nhân (TM số 24.6),76.011.586,-,76011586.0,
Vay dài hạn bên khác (TM số 24.4),Dài hạn > Vay dài hạn bên khác (TM số 24.4),Vay dài hạn bên khác (TM số 24.4),-,805.260.834,,805260834.0
,,,9.330.999.170,10.945.607.569,9330999170.0,10945607569.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,18.102.850.468,14.698.066.273,18102850468.0,14698066273.0
