row_label_raw,row_label_full,"Tên ngân hàng > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > Khoản vay ngày 15tháng 8 năm 2014 (*) > Khoản vay ngày 23tháng 9 năm 2014 (*)","Số tiền(Ngàn VND) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > 413.840.467 > 297.437.276","Thời hạn thanh toánvà ngày đáo hạn > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > Ngày 31 tháng 12năm 2024","Lãi suất(%/năm) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > 11,50","Tài sản thế chấp(TM số 10, 11, 12, 13 và 14) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > Quyền sử dụng đất và tài sản gắn liền với đất trên tổng diện tích1.091,1 ha (9 bia đỏ) thuộc sở hữu của Chăn Nuôi Gia Lai;Phương tiện vận tải, máy móc thiết bị, đàn bò giống và tài sảnkhác hình thành tử vốn vay.","numeric__Số tiền(Ngàn VND) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > 413.840.467 > 297.437.276","numeric__Thời hạn thanh toánvà ngày đáo hạn > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > Ngày 31 tháng 12năm 2024","numeric__Lãi suất(%/năm) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > 11,50","numeric__Tài sản thế chấp(TM số 10, 11, 12, 13 và 14) > Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam - Chi nhánh Hùng Vương (""EXIM"") > Quyền sử dụng đất và tài sản gắn liền với đất trên tổng diện tích1.091,1 ha (9 bia đỏ) thuộc sở hữu của Chăn Nuôi Gia Lai;Phương tiện vận tải, máy móc thiết bị, đàn bò giống và tài sảnkhác hình thành tử vốn vay."
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,711.277.743,,,,711277743.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,458.299.991,,,,458299991.0,,,
Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,Trong đó:Vay dài hạnVay dài hạnđến hạn trả,252.977.752,,,,252977752.0,,,
