row_label_raw,row_label_full,col_0,Năm 2018,Năm 2017,numeric__Năm 2018,numeric__Năm 2017
Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,Doanh thu cho thuê tài sản,7.390.926.735,7.197.890.375,7390926735.0,7197890375.0
Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,1.636.363.636,1.636.363.636,1636363636.0,1636363636.0
Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,1.090.909.091,-,1090909091.0,
Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,Công ty TNHH Nông nghiệp Đức Long Gia Lai,-,27.272.730,,27272730.0
Công ty CP Đức Long Đà Nẵng,Công ty CP Đức Long Đà Nẵng,Công ty CP Đức Long Đà Nẵng,436.363.632,436.363.633,436363632.0,436363633.0
Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,Công ty CP Đầu tư & Phát triển DVCT CC ĐLGL,1.536.000.000,1.536.000.000,1536000000.0,1536000000.0
Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,Công ty CP DV CTCC Đức Long Bảo Lộc,2.691.290.376,3.561.890.376,2691290376.0,3561890376.0
Doanh thu xây lắp,Doanh thu xây lắp,Doanh thu xây lắp,72.427.183.974,286.773.572.294,72427183974.0,286773572294.0
Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,35.693.876.363,184.252.638.183,35693876363.0,184252638183.0
Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,Công ty TNHH Đức Long Dung Quất,36.733.307.611,102.520.934.111,36733307611.0,102520934111.0
"Doanh thu bán thành phẩm, hàng hóa","Doanh thu bán thành phẩm, hàng hóa","Doanh thu bán thành phẩm, hàng hóa",397.499.774.514,534.767.138.000,397499774514.0,534767138000.0
Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,-,107.900.000,,107900000.0
Công ty TNHH Cung ứng VT NL Tây Nguyên,Công ty TNHH Cung ứng VT NL Tây Nguyên,Công ty TNHH Cung ứng VT NL Tây Nguyên,385.686.709.514,513.951.400.500,385686709514.0,513951400500.0
Công ty TNHH Phú Thành Gia Pleiku,Công ty TNHH Phú Thành Gia Pleiku,Công ty TNHH Phú Thành Gia Pleiku,2.055.375.000,11.481.600.000,2055375000.0,11481600000.0
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,9.757.690.000,9.226.237.500,9757690000.0,9226237500.0
Cộng,Cộng,Cộng,477.317.885.223,828.738.600.669,477317885223.0,828738600669.0
