row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2018 VND,01/01/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__01/01/2018 VND
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,2.545.122.036.076,2.468.319.525.049,100.0,,2545122036076.0,2468319525049.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,7.942.407.602,319.083.897.459,110.0,,7942407602.0,319083897459.0
1. Tiền,1. Tiền,1. Tiền,111,5,7.942.407.602,307.530.522.954,111.0,5.0,7942407602.0,307530522954.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,11.553.374.505,112.0,,,11553374505.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,264.000.000.000,279.039.106.073,120.0,,264000000000.0,279039106073.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,6a,264.000.000.000,264.000.000.000,121.0,,264000000000.0,264000000000.0
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,,-,15.039.106.073,123.0,,,15039106073.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.995.529.114.349,1.569.780.891.492,130.0,,1995529114349.0,1569780891492.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,418.289.199.705,348.052.027.552,131.0,7.0,418289199705.0,348052027552.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,295.981.238.379,350.008.431.968,132.0,8.0,295981238379.0,350008431968.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,9a,1.152.671.372.786,783.966.247.124,135.0,,1152671372786.0,783966247124.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,10a,153.533.605.248,101.568.086.119,136.0,,153533605248.0,101568086119.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,11,(24.946.301.769),(13.813.901.271),137.0,11.0,-24946301769.0,-13813901271.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,12,277.647.364.126,300.159.954.423,140.0,12.0,277647364126.0,300159954423.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,277.647.364.126,300.159.954.423,141.0,,277647364126.0,300159954423.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,-,149.0,,,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,3.149.999,255.675.602,150.0,,3149999.0,255675602.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,13a,3.149.999,2.241.667,151.0,,3149999.0,2241667.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,-,253.433.935,152.0,,,253433935.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,2.686.431.232.676,2.818.697.882.567,200.0,,2686431232676.0,2818697882567.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,192.559.413.984,667.765.973.664,210.0,,192559413984.0,667765973664.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,9b,190.403.970.320,666.529.200.000,215.0,,190403970320.0,666529200000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,10b,2.155.443.664,1.236.773.664,216.0,,2155443664.0,1236773664.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,429.494.631.248,256.824.903.575,220.0,,429494631248.0,256824903575.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,14,416.989.357.338,231.329.403.876,221.0,14.0,416989357338.0,231329403876.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,461.826.105.939,266.459.623.443,222.0,,461826105939.0,266459623443.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(44.836.748.601),(35.130.219.567),223.0,,-44836748601.0,-35130219567.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,15,12.505.273.910,25.495.499.699,227.0,15.0,12505273910.0,25495499699.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,12.791.956.115,25.770.535.270,228.0,,12791956115.0,25770535270.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(286.682.205),(275.035.571),229.0,,-286682205.0,-275035571.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,16,187.042.914.196,192.265.146.376,230.0,16.0,187042914196.0,192265146376.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,221.143.992.644,221.143.992.644,231.0,,221143992644.0,221143992644.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(34.101.078.448),(28.878.846.268),232.0,,-34101078448.0,-28878846268.0
