row_label_raw,row_label_full,col_0,2023VND,2022VND,numeric__2023VND,numeric__2022VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,404.145.756.242,439.159.271.650,404145756242.0,439159271650.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,128.699.909.875,98.249.512.206,128699909875.0,98249512206.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,31.851.605.709,29.780.409.390,31851605709.0,29780409390.0
Chi phí tổ chức sự kiện,Chi phí tổ chức sự kiện,Chi phí tổ chức sự kiện,17.082.807.339,14.427.057.799,17082807339.0,14427057799.0
Chi phí công tác,Chi phí công tác,Chi phí công tác,13.598.211.805,9.291.227.893,13598211805.0,9291227893.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",9.612.885.891,7.459.308.986,9612885891.0,7459308986.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",2.250.929.077,3.022.360.409,2250929077.0,3022360409.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,1.509.473.164,1.706.943.481,1509473164.0,1706943481.0
Chi phí khác,Chi phí khác,Chi phí khác,15.488.954.401,8.550.962.441,15488954401.0,8550962441.0
,,,624.240.533.503,611.647.054.255,624240533503.0,611647054255.0
