row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VND,numeric__31/12/2023VND,numeric__1/1/2023VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
Phải thu thuần về tạm ứng và thu chi hộ cho Công ty TNHH,Phải thu thuần về tạm ứng và thu chi hộ cho Công ty TNHH,Phải thu thuần về tạm ứng và thu chi hộ cho Công ty TNHH,,,,
Một Thành viên Thời trang CAO (i),Phải thu thuần về tạm ứng và thu chi hộ cho Công ty TNHH > Một Thành viên Thời trang CAO (i),Một Thành viên Thời trang CAO (i),11.988.845.402,-,11988845402.0,
Lãi phải thu về lãi chậm thanh toán từ Công ty TNHH,Lãi phải thu về lãi chậm thanh toán từ Công ty TNHH,Lãi phải thu về lãi chậm thanh toán từ Công ty TNHH,,,,
Một Thành viên Thời trang CAO (ii),Lãi phải thu về lãi chậm thanh toán từ Công ty TNHH > Một Thành viên Thời trang CAO (ii),Một Thành viên Thời trang CAO (ii),8.946.085.777,1.084.622.772,8946085777.0,1084622772.0
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,
Lãi phải thu từ tiền gửi ngân hàng,Bên thứ ba > Lãi phải thu từ tiền gửi ngân hàng,Lãi phải thu từ tiền gửi ngân hàng,11.940.810.502,-,11940810502.0,
Tạm ứng cho nhân viên,Bên thứ ba > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,2.875.494.941,1.995.780.879,2875494941.0,1995780879.0
Công đoàn của Công ty,Bên thứ ba > Công đoàn của Công ty,Công đoàn của Công ty,-,11.662.100.000,,11662100000.0
,,,13.512.314.216,18.701.923.355,13512314216.0,18701923355.0
,,,49.263.550.838,33.444.427.006,49263550838.0,33444427006.0
