row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023 VND,2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023 VND,numeric__2022 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,34.387.194.698.336,38.611.519.158.275,1.0,28.0,34387194698336.0,38611519158275.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,368.926.280.802,331.070.850.934,2.0,28.0,368926280802.0,331070850934.0
Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),10,28,34.018.268.417.534,38.280.448.307.341,10.0,28.0,34018268417534.0,38280448307341.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,29,28.369.591.389.003,32.663.736.855.708,11.0,29.0,28369591389003.0,32663736855708.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,5.648.677.028.531,5.616.711.451.633,20.0,,5648677028531.0,5616711451633.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,93.224.887.257,50.968.596.630,21.0,30.0,93224887257.0,50968596630.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,109.192.499.612,113.279.558.480,22.0,31.0,109192499612.0,113279558480.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,110.582.395.659,90.663.771.989,23.0,,110582395659.0,90663771989.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,2.726.730.632.432,2.723.690.768.738,25.0,32.0,2726730632432.0,2723690768738.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,624.240.533.503,611.647.054.255,26.0,33.0,624240533503.0,611647054255.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,2.281.738.250.241,2.219.062.666.790,30.0,,2281738250241.0,2219062666790.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,14.007.621.559,6.392.230.119,31.0,,14007621559.0,6392230119.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,5.339.224.585,4.893.422.991,32.0,,5339224585.0,4893422991.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,8.668.396.974,1.498.807.128,40.0,,8668396974.0,1498807128.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,2.290.406.647.215,2.220.561.473.918,50.0,,2290406647215.0,2220561473918.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,463.353.913.782,464.637.548.290,51.0,35.0,463353913782.0,464637548290.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,35,(1.194.245.535),(18.692.300.779),52.0,35.0,-1194245535.0,-18692300779.0
Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận thuần sau thuế TNDN (60 = 50 - 51 - 52),60,,1.828.246.978.968,1.774.616.226.407,60.0,,1828246978968.0,1774616226407.0
