row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi số/Số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2023Giá trị ghi số/Số cókhả năng trả nợVND,numeric__1/1/2023Giá trị ghi số/Số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2023Giá trị ghi số/Số cókhả năng trả nợVND
Vay từ bên liên quan,Vay từ bên liên quan,Vay từ bên liên quan,30.000.000.000,12.000.000.000,(42.000.000.000),-,30000000000.0,12000000000.0,-42000000000.0,
Vay từ cá nhân,Vay từ cá nhân,Vay từ cá nhân,28.148.342.369,21.438.728.493,(49.587.070.862),-,28148342369.0,21438728493.0,-49587070862.0,
Vay ngắn hạn từ ngân hàng (i),Vay ngắn hạn từ ngân hàng (i),Vay ngắn hạn từ ngân hàng (i),2.547.605.843.133,7.432.442.461.015,(7.766.615.443.632),2.213.432.860.516,2547605843133.0,7432442461015.0,-7766615443632.0,2213432860516.0
,,,2.605.754.185.502,7.465.881.189.508,(7.858.202.514.494),2.213.432.860.516,2605754185502.0,7465881189508.0,-7858202514494.0,2213432860516.0
