row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,11.850.637.243.628,11.064.035.069.182,100.0,,11850637243628.0,11064035069182.0
Tiền,TÀI SẢN > Tiền,Tiền,110,5,849.647.857.093,812.986.324.575,110.0,5.0,849647857093.0,812986324575.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,849.647.857.093,812.986.324.575,111.0,,849647857093.0,812986324575.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,810.000.000.000,200.000.000.000,120.0,,810000000000.0,200000000000.0
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,6(a),810.000.000.000,200.000.000.000,123.0,,810000000000.0,200000000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,429.685.009.199,710.766.133.884,130.0,,429685009199.0,710766133884.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,7,223.408.264.929,143.730.514.010,131.0,7.0,223408264929.0,143730514010.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,8,111.204.005.388,396.330.171.806,132.0,8.0,111204005388.0,396330171806.0
Phải thu về cho vay,TÀI SẢN > Phải thu về cho vay,Phải thu về cho vay,135,9,50.000.000.000,140.000.000.000,135.0,9.0,50000000000.0,140000000000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),49.263.550.838,33.444.427.006,136.0,,49263550838.0,33444427006.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(4.243.047.512),(2.806.717.308),137.0,,-4243047512.0,-2806717308.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,52.235.556,67.738.370,139.0,,52235556.0,67738370.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,9.673.282.921.227,9.271.399.848.670,140.0,11.0,9673282921227.0,9271399848670.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,9.673.282.921.227,9.271.399.848.670,141.0,,9673282921227.0,9271399848670.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,88.021.456.109,68.882.762.053,150.0,,88021456109.0,68882762053.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,12(a),86.756.857.512,65.745.263.061,151.0,,86756857512.0,65745263061.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,1.264.598.597,3.137.498.992,152.0,,1264598597.0,3137498992.0
