row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VND(Phân loại lại),numeric__31/12/2023VND,numeric__1/1/2023VND(Phân loại lại)
"Chi phí lương, lương hiệu suất","Chi phí lương, lương hiệu suất","Chi phí lương, lương hiệu suất",200.000.000.000,302.041.121.605,200000000000.0,302041121605.0
Chi phí quảng cáo và tiếp thị,Chi phí quảng cáo và tiếp thị,Chi phí quảng cáo và tiếp thị,71.344.852.388,59.142.239.840,71344852388.0,59142239840.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,1.984.933.306,6.055.450.738,1984933306.0,6055450738.0
Phải trả khác,Phải trả khác,Phải trả khác,20.541.694.771,12.369.621.033,20541694771.0,12369621033.0
,,,293.871.480.465,379.608.433.216,293871480465.0,379608433216.0
