row_label_raw,row_label_full,Phải trả người bán là các bên liên quan(Thuyết minh số 34),Số cuối nămVND > 236.911.717.659,Số đầu nămVND > 289.679.763.987,numeric__Số cuối nămVND > 236.911.717.659,numeric__Số đầu nămVND > 289.679.763.987
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,51.528.002.804,36.411.298.377,51528002804.0,36411298377.0
,,,288.439.720.463,326.091.062.364,288439720463.0,326091062364.0
