row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,4.440.937.786.993,3.521.677.119.158,,300.0,,4440937786993.0,3521677119158.0
I.,I.,I.,Nợ ngắn hạn,310,,1.551.651.069.674,1.441.349.624.194,,310.0,,1551651069674.0,1441349624194.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,288.439.720.463,326.091.062.364,,311.0,15.0,288439720463.0,326091062364.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.137.845.999,10.209.310.311,,312.0,,1137845999.0,10209310311.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,45.529.073.523,33.873.035.370,,313.0,16.0,45529073523.0,33873035370.0
4.,4.,4.,Phải trả người lao động,314,,138.645.416.378,100.181.919.131,,314.0,,138645416378.0,100181919131.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,17,31.031.629.195,47.660.943.473,,315.0,17.0,31031629195.0,47660943473.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,28.321.462.932,28.291.649.424,,318.0,,28321462932.0,28291649424.0
7.,7.,7.,Phải trả ngắn hạn khác,319,18,111.094.722.687,122.305.008.503,,319.0,18.0,111094722687.0,122305008503.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,19,652.869.495.440,533.763.676.811,,320.0,19.0,652869495440.0,533763676811.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,20,117.215.593.549,103.354.578.024,,321.0,20.0,117215593549.0,103354578024.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,137.366.109.508,135.618.440.783,,322.0,,137366109508.0,135618440783.0
II.,II.,II.,Nợ dài hạn,330,,2.889.286.717.319,2.080.327.494.964,,330.0,,2889286717319.0,2080327494964.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,,79.872.358.305,95.185.272.591,,336.0,,79872358305.0,95185272591.0
2.,2.,2.,Phải trả dài hạn khác,337,18,169.883.874.668,247.439.992.001,,337.0,18.0,169883874668.0,247439992001.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,19,2.534.397.315.085,1.709.037.594.029,,338.0,19.0,2534397315085.0,1709037594029.0
4.,4.,4.,Dự phòng phải trả dài hạn,342,20,105.133.169.261,28.664.636.343,,342.0,20.0,105133169261.0,28664636343.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.732.740.757.358,5.994.661.386.722,,400.0,,6732740757358.0,5994661386722.0
I.,I.,I.,Vốn chủ sở hữu,410,21,6.732.740.757.358,5.994.661.386.722,,410.0,21.0,6732740757358.0,5994661386722.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.699.312.350.000,3.560.126.380.000,,411.0,,4699312350000.0,3560126380000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.699.312.350.000,3.560.126.380.000,,,,4699312350000.0,3560126380000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,1.211.327.603.129,1.041.008.230.336,,418.0,,1211327603129.0,1041008230336.0
3.,3.,3.,Quỹ khác thuộc vốn chủ sở hữu,420,,44.843.396.730,44.843.396.730,,420.0,,44843396730.0,44843396730.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,777.257.407.499,1.348.683.379.656,,421.0,,777257407499.0,1348683379656.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.607.586.982,722.509.214.977,,,,1607586982.0,722509214977.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,775.649.820.517,626.174.164.679,,,,775649820517.0,626174164679.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,11.173.678.544.351,9.516.338.505.880,,440.0,,11173678544351.0,9516338505880.0
