row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,Tiền gửi ngân hàng không kỳ hạn,,
Ngân hàng TMCP Đại Chứng Việt Nam,Tiền gửi ngân hàng không kỳ hạn > Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,21.673.013.350,5.837.455.988,21673013350.0,5837455988.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,,
Ngân hàng TMCP Đại Chứng Việt Nam,Các khoản tương đương tiền > Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,10.000.000.000,25.000.000.000,10000000000.0,25000000000.0
Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn,Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn,Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn,Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn,Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn,,
Ngân hàng TMCP Đại Chứng Việt Nam,Đầu tư nắm giữ đến ngày đáo hạn ngắn hạn > Ngân hàng TMCP Đại Chứng Việt Nam,Ngân hàng TMCP Đại Chứng Việt Nam,270.000.000.000,209.000.000.000,270000000000.0,209000000000.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,
Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,Công ty Cổ phần Lộc Hóa Dầu Bình Sơn,201.418.950.761,411.232.856.663,201418950761.0,411232856663.0
Chi nhánh Điều hành Dầu khí Trong Nước – Công ty TNHH– Tổng Công ty Thẩm dò Khai thác Dầu Khí – Lô 05.1a,Phải thu ngắn hạn của khách hàng > Chi nhánh Điều hành Dầu khí Trong Nước – Công ty TNHH– Tổng Công ty Thẩm dò Khai thác Dầu Khí – Lô 05.1a,Chi nhánh Điều hành Dầu khí Trong Nước – Công ty TNHH– Tổng Công ty Thẩm dò Khai thác Dầu Khí – Lô 05.1a,84.945.876.170,54.028.657.679,84945876170.0,54028657679.0
Tổng Công ty Dầu Việt Nam,Phải thu ngắn hạn của khách hàng > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,41.556.218.063,30.056.708.821,41556218063.0,30056708821.0
Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,12.858.899.979,7.067.436.793,12858899979.0,7067436793.0
Công ty Cổ phần Vận tải Nhật Việt,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Vận tải Nhật Việt,Công ty Cổ phần Vận tải Nhật Việt,6.468.316.394,13.663.632.976,6468316394.0,13663632976.0
