row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 612.729.474.440 > 549.045.537.174 > 1.453.818.337.911 > 531.533.440.000,Số đầu nămVND > 533.763.676.811 > 438.224.885.798 > 905.665.955.086 > 365.146.753.145,numeric__Số cuối nămVND > 612.729.474.440 > 549.045.537.174 > 1.453.818.337.911 > 531.533.440.000,numeric__Số đầu nămVND > 533.763.676.811 > 438.224.885.798 > 905.665.955.086 > 365.146.753.145
,,,3.147.126.789.525,2.242.801.270.840,3147126789525.0,2242801270840.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay và nợ ngắn hạn),(612.729.474.440),(533.763.676.811),-612729474440.0,-533763676811.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,2.534.397.315.085,1.709.037.594.029,2534397315085.0,1709037594029.0
