row_label_raw,row_label_full,Ông Phạm Việt Anh,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Duyên Hiểu,Ông Nguyễn Duyên Hiểu,Ông Nguyễn Duyên Hiểu,Thành viên,
Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Ông Nguyễn Đình Thanh,Thành viên,
Ông Hoàng Đức Chính,Ông Hoàng Đức Chính,Ông Hoàng Đức Chính,Thành viên,
Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Ông Lê Mạnh Tuấn,Thành viên (bổ nhiệm ngày 18 tháng 8 năm 2025),
Ông Trường Hồng Sơn,Ông Trường Hồng Sơn,Ông Trường Hồng Sơn,Thành viên (bổ nhiệm ngày 12 tháng 6 năm 2025),
Bà Nguyễn Linh Giang,Bà Nguyễn Linh Giang,Bà Nguyễn Linh Giang,Thành viên (miễn nhiệm ngày 12 tháng 6 năm 2025),
Bà Nguyễn Thị Thu Hường,Bà Nguyễn Thị Thu Hường,Bà Nguyễn Thị Thu Hường,Thành viên độc lập,
Ông Đoàn Đình Thái,Ông Đoàn Đình Thái,Ông Đoàn Đình Thái,Thành viên độc lập,
