row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.611.353.158.295,2.421.030.652.169,,100.0,,2611353158295.0,2421030652169.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,603.608.965.016,293.230.349.674,,110.0,5.0,603608965016.0,293230349674.0
1.,1.,1.,Tiền,111,,202.208.965.016,178.230.349.674,,111.0,,202208965016.0,178230349674.0
2.,2.,2.,Các khoản tương đương tiền,112,,401.400.000.000,115.000.000.000,,112.0,,401400000000.0,115000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.343.954.013.655,1.337.838.190.198,,120.0,,1343954013655.0,1337838190198.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,6,1.343.954.013.655,1.337.838.190.198,,123.0,6.0,1343954013655.0,1337838190198.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,576.581.664.005,668.718.820.825,,130.0,,576581664005.0,668718820825.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,432.891.984.588,605.167.823.771,,131.0,7.0,432891984588.0,605167823771.0
2.,2.,2.,Trá trước cho người bán ngắn hạn,132,,3.743.628.085,13.685.354.993,,132.0,,3743628085.0,13685354993.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,139.946.051.332,49.865.642.061,,136.0,8.0,139946051332.0,49865642061.0
IV.,IV.,IV.,Hàng tồn kho,140,,64.155.694.186,100.548.091.831,,140.0,,64155694186.0,100548091831.0
1.,1.,1.,Hàng tồn kho,141,9,64.155.694.186,100.548.091.831,,141.0,9.0,64155694186.0,100548091831.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,23.052.821.433,20.695.199.641,,150.0,,23052821433.0,20695199641.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,23.052.821.433,20.695.199.641,,151.0,10.0,23052821433.0,20695199641.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,8.562.325.386.056,7.095.307.853.711,,200.0,,8562325386056.0,7095307853711.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,6.780.969.680,6.239.909.490,,210.0,,6780969680.0,6239909490.0
1.,1.,1.,Phải thu dài hạn khác,216,8,6.780.969.680,6.239.909.490,,216.0,8.0,6780969680.0,6239909490.0
II.,II.,II.,Tài sản cố định,220,,5.771.005.389.772,4.271.680.184.298,,220.0,,5771005389772.0,4271680184298.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,5.769.944.276.738,4.271.080.239.848,,221.0,11.0,5769944276738.0,4271080239848.0
,,,- Nguyên giá,222,,8.241.812.509.899,6.122.213.520.392,,222.0,,8241812509899.0,6122213520392.0
,,,- Giá trị hao mòn lũy kế,223,,(2.471.868.233.161),(1.851.133.280.544),,223.0,,-2471868233161.0,-1851133280544.0
2.,2.,2.,Tài sản cố định vô hình,227,12,1.061.113.034,599.944.450,,227.0,12.0,1061113034.0,599944450.0
,,,- Nguyên giá,228,,7.928.259.341,6.895.384.941,,228.0,,7928259341.0,6895384941.0
,,,- Giá trị hao mòn lũy kế,229,,(6.867.146.307),(6.295.440.491),,229.0,,-6867146307.0,-6295440491.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,428.400.000,2.558.628.801,,240.0,,428400000.0,2558628801.0
1.,1.,1.,Chỉ phí xây dựng cơ bản dở dang,242,,428.400.000,2.558.628.801,,242.0,,428400000.0,2558628801.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,13,2.658.049.879.714,2.658.049.879.714,,250.0,13.0,2658049879714.0,2658049879714.0
1.,1.,1.,Đầu tư vào công ty con,251,,2.515.112.112.414,2.515.112.112.414,,251.0,,2515112112414.0,2515112112414.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,97.000.000.000,97.000.000.000,,252.0,,97000000000.0,97000000000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,,253.0,,45937767300.0,45937767300.0
V.,V.,V.,Tài sản dài hạn khác,260,,126.060.746.890,156.779.251.408,,260.0,,126060746890.0,156779251408.0
1.,1.,1.,Chỉ phí trả trước dài hạn,261,10,123.538.239.432,152.679.620.009,,261.0,10.0,123538239432.0,152679620009.0
2.,2.,2.,Tài sản thuê thu nhập hoãn lại,262,14,2.522.507.458,4.099.631.399,,262.0,14.0,2522507458.0,4099631399.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,11.173.678.544.351,9.516.338.505.880,,270.0,,11173678544351.0,9516338505880.0
