row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,9.438.450,9.934.008,,300.0,,9438450.0,9934008.0
I.,I.,I.,Nợ ngắn hạn,310,,2.892.417,3.935.152,,310.0,,2892417.0,3935152.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,597.815,433.553,,311.0,17.0,597815.0,433553.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,45.537,23.382,,312.0,18.0,45537.0,23382.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,19,696.056,217.670,,313.0,19.0,696056.0,217670.0
4.,4.,4.,Chi phí phải trả ngắn hạn,315,20,583.790,218.650,,315.0,20.0,583790.0,218650.0
5.,5.,5.,Doanh thu chưa thực hiện ngắn hạn,318,21,14.521,15.172,,318.0,21.0,14521.0,15172.0
6.,6.,6.,Phải trả ngắn hạn khác,319,22,140.910,190.510,,319.0,22.0,140910.0,190510.0
7.,7.,7.,Vay ngắn hạn,320,23,813.788,2.836.215,,320.0,23.0,813788.0,2836215.0
II.,II.,II.,Nợ dài hạn,330,,6.546.033,5.998.856,,330.0,,6546033.0,5998856.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,21,141.120,152.458,,336.0,21.0,141120.0,152458.0
2.,2.,2.,Phải trả dài hạn khác,337,22,196.644,3.495.628,,337.0,22.0,196644.0,3495628.0
3.,3.,3.,Vay dài hạn,338,24,6.208.269,2.350.770,,338.0,24.0,6208269.0,2350770.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,34.708.297,27.522.952,,400.0,,34708297.0,27522952.0
I.,I.,I.,Vốn chủ sở hữu,410,25,34.708.297,27.522.952,,410.0,25.0,34708297.0,27522952.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,23.288.184,23.288.184,,411.0,,23288184.0,23288184.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,23.288.184,23.288.184,,,,23288184.0,23288184.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,46.983,46.983,,412.0,,46983.0,46983.0
3.,3.,3.,Cổ phiếu quỹ,415,,(1.954.258),(1.954.258),,415.0,,-1954258.0,-1954258.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,5.000,5.000,,420.0,,5000.0,5000.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,13.322.388,6.137.043,,421.0,,13322388.0,6137043.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,6.137.043,5.438.075,,,,6137043.0,5438075.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,7.185.345,698.968,,,,7185345.0,698968.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,44.146.747,37.456.960,,440.0,,44146747.0,37456960.0
