row_label_raw,row_label_full,STT,Bên cho vay,Số tiền,Đơn vị tiền tệ gốc vay,Kỳ hạn gốc và trả lãi,Lãi suất,Hình thức đảm bảo,numeric__Bên cho vay,numeric__Số tiền,numeric__Đơn vị tiền tệ gốc vay,numeric__Kỳ hạn gốc và trả lãi,numeric__Lãi suất,numeric__Hình thức đảm bảo
,,,,Triệu VND,Triệu VND,,,,,,,,,
1,1,1,Công ty TNHH Vận hành Vincom Retail,813.788,VND,Khoản nợ gốc và lãi trả 1 lăn vào cuối kỳ hạn là tháng 6 năm 2026,Lãi suất trong năm là 12%/năm,Không có tài sản đảm bảo,,813788.0,,,,
,,,,813.788,,,,,,813788.0,,,,
