row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Triệu VND > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Triệu VND > Giảm,Số cuối năm > Giá trị,Số cuối năm > Triệu VND > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Triệu VND > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Triệu VND > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Triệu VND > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.836.215,2.836.215,5.991.000,8.013.427,813.788,813.788,2836215.0,2836215.0,5991000.0,8013427.0,813788.0,813788.0
Trái phiếu đến hạn,Trái phiếu đến hạn,Trái phiếu đến hạn,1.988.427,1.988.427,-,1.988.427,-,-,1988427.0,1988427.0,,1988427.0,,
Vay bên liên quan(Thuyết minh số 38),Vay bên liên quan(Thuyết minh số 38),Vay bên liên quan(Thuyết minh số 38),847.788,847.788,5.991.000,6.025.000,813.788,813.788,847788.0,847788.0,5991000.0,6025000.0,813788.0,813788.0
,,,2.836.215,2.836.215,5.991.000,8.013.427,813.788,813.788,2836215.0,2836215.0,5991000.0,8013427.0,813788.0,813788.0
