row_label_raw,row_label_full,Công ty con,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Công ty TNHH Vận hànhVincom Retail,Công ty TNHH Vận hànhVincom Retail,Công ty TNHH Vận hànhVincom Retail,Hoạt động kinh doanhcó lãi,Hoạt động kinh doanhcó lãi,,
Công ty TNHH Đầu tư và Pháttriển Đô thị Suối Hoa,Công ty TNHH Đầu tư và Pháttriển Đô thị Suối Hoa,Công ty TNHH Đầu tư và Pháttriển Đô thị Suối Hoa,Đã sáp nhập với Công tyTNHH Vận hành Vincom Retail,Hoạt động kinh doanhcó lãi,,
Công ty TNHH Vincom RetailLandmark 81,Công ty TNHH Vincom RetailLandmark 81,Công ty TNHH Vincom RetailLandmark 81,Hoạt động kinh doanhcó lãi,Hoạt động kinh doanhcó lãi,,
Công ty TNHH Bắt động sản Vincom NCT,Công ty TNHH Bắt động sản Vincom NCT,Công ty TNHH Bắt động sản Vincom NCT,Không còn là công ty con,Chưa hoạt động,,
,,,Số cuối nămTriệu VND,Số đầu nămTriệu VND,,
c. Đầu tư góp vốn vào các thỏa thuận hop tác đầu tư và kinh doanh (i),c. Đầu tư góp vốn vào các thỏa thuận hop tác đầu tư và kinh doanh (i),c. Đầu tư góp vốn vào các thỏa thuận hop tác đầu tư và kinh doanh (i),,,,
Các bên liên quan(Chi tiết tại Thuyết minh số 38),c. Đầu tư góp vốn vào các thỏa thuận hop tác đầu tư và kinh doanh (i) > Các bên liên quan(Chi tiết tại Thuyết minh số 38),Các bên liên quan(Chi tiết tại Thuyết minh số 38),3.159.572,2.361.150,3159572.0,2361150.0
,,,3.159.572,2.361.150,3159572.0,2361150.0
