row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.058.426,6.100.976,,100.0,,2058426.0,6100976.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5,356.865,98.983,,110.0,5.0,356865.0,98983.0
1.,1.,1.,Tiền,111,,296.865,98.983,,111.0,,296865.0,98983.0
2.,2.,2.,Các khoản tương đương tiền,112,,60.000,-,,112.0,,60000.0,
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,23.846,22.700,,120.0,,23846.0,22700.0
1.,1.,1.,Đầu tư nắm giữ đến ngày đáo hạn,123,6,23.846,22.700,,123.0,6.0,23846.0,22700.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.561.181,474.405,,130.0,,1561181.0,474405.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,7,278.053,355.890,,131.0,7.0,278053.0,355890.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,8,1.197.951,2.419,,132.0,8.0,1197951.0,2419.0
3.,3.,3.,Phải thu ngắn hạn khác,136,9,174.958,220.956,,136.0,9.0,174958.0,220956.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,10,(89.781),(104.860),,137.0,10.0,-89781.0,-104860.0
IV.,IV.,IV.,Hàng tồn kho,140,,8.682,9.126,,140.0,,8682.0,9126.0
1.,1.,1.,Hàng tồn kho,141,,8.682,9.126,,141.0,,8682.0,9126.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,107.852,5.495.762,,150.0,,107852.0,5495762.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,14,11.595,15.234,,151.0,14.0,11595.0,15234.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,90.283,694,,152.0,,90283.0,694.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,5.974,136,,153.0,,5974.0,136.0
4.,4.,4.,Tài sản ngắn hạn khác,155,15,-,5.479.698,,155.0,15.0,,5479698.0
