row_label_raw,row_label_full,Bà Trần Mai Hoa > Ông Nguyễn Thế Anh > Ông Nguyễn Hoài Nam > Ông Sanjay Vinayak > Ông Fong Ming Huang Ernest,Chủ tịch > Thành viên > Thành viên độc lập,"Thành viên Hội đồng Quản trị lần đầu vào ngày 09 tháng 9 năm 2017 và tiếp tục được tái bổ nhiệm lần lượt tại 2 nhiệm kỳ tiếp theo (nhiệm kỳ 2018 – 2023, nhiệm kỳ 2023 – 2028) > Thành viên Hội đồng Quản trị lần đầu vào ngày 23 tháng 6 năm 2021 và được tái bổ nhiệm tại nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023 > Thành viên Hội đồng Quản trị (“HĐQT”) lần đầu vào ngày 23 tháng 4 năm 2024 và hoạt động theo nhiệm kỳ chung của HĐQT (nhiệm kỳ 2023 – 2028) > Thành viên Hội đồng Quản trị độc lập lần đầu vào ngày 05 tháng 01 năm 2021 và được tái bổ nhiệm tại nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023 > Thành viên Hội đồng Quản trị độc lập lần đầu vào ngày 26 tháng 5 năm 2020 và được tái bổ nhiệm vào nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023",numeric__Chủ tịch > Thành viên > Thành viên độc lập,"numeric__Thành viên Hội đồng Quản trị lần đầu vào ngày 09 tháng 9 năm 2017 và tiếp tục được tái bổ nhiệm lần lượt tại 2 nhiệm kỳ tiếp theo (nhiệm kỳ 2018 – 2023, nhiệm kỳ 2023 – 2028) > Thành viên Hội đồng Quản trị lần đầu vào ngày 23 tháng 6 năm 2021 và được tái bổ nhiệm tại nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023 > Thành viên Hội đồng Quản trị (“HĐQT”) lần đầu vào ngày 23 tháng 4 năm 2024 và hoạt động theo nhiệm kỳ chung của HĐQT (nhiệm kỳ 2023 – 2028) > Thành viên Hội đồng Quản trị độc lập lần đầu vào ngày 05 tháng 01 năm 2021 và được tái bổ nhiệm tại nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023 > Thành viên Hội đồng Quản trị độc lập lần đầu vào ngày 26 tháng 5 năm 2020 và được tái bổ nhiệm vào nhiệm kỳ 2023 – 2028 vào ngày 26 tháng 4 năm 2023"
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,,
Bà Phạm Thị Thu Hiền,Bà Phạm Thị Thu Hiền,Bà Phạm Thị Thu Hiền,Tổng Giám đốc,,,
Ông Nguyễn Duy Khánh,Ông Nguyễn Duy Khánh,Ông Nguyễn Duy Khánh,Phó Tổng Giám đốc,,,
Bà Phạm Thị Ngọc Hà,Bà Phạm Thị Ngọc Hà,Bà Phạm Thị Ngọc Hà,Giám đốc Tài chính,,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,
Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,Ông Nguyễn Thành Trung,Trường ban,,,
Bà Nguyễn Hoàng Mây,Bà Nguyễn Hoàng Mây,Bà Nguyễn Hoàng Mây,Thành viên,Bố nhiệm ngày 15 tháng 7 năm 2025,,
Bà Nguyễn Việt Hà Lan,Bà Nguyễn Việt Hà Lan,Bà Nguyễn Việt Hà Lan,Thành viên,Bố nhiệm ngày 15 tháng 7 năm 2025,,
Ông Hoàng Đức Hùng,Ông Hoàng Đức Hùng,Ông Hoàng Đức Hùng,Thành viên,Miễn nhiệm ngày 15 tháng 7 năm 2025,,
Ông Trần Xuân Hải,Ông Trần Xuân Hải,Ông Trần Xuân Hải,Thành viên,Miễn nhiệm ngày 15 tháng 7 năm 2025,,
