row_label_raw,row_label_full,col_0,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,"numeric__Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",numeric__Cho thuê tài sản VND,numeric__Tổng cộng VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,1.006.189.067.587,8.458.381.516,1.014.647.449.103,1006189067587.0,8458381516.0,1014647449103.0
Giá vốn,Giá vốn,Giá vốn,(843.370.593.626),(6.539.204.813),(849.909.798.439),-843370593626.0,-6539204813.0,-849909798439.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,162.818.473.961,1.919.176.703,164.737.650.664,162818473961.0,1919176703.0,164737650664.0
