row_label_raw,row_label_full,col_0,31.12.2022VND,31.12.2021VND,numeric__31.12.2022VND,numeric__31.12.2021VND
Phát hành trái phiếu dài hạn,Phát hành trái phiếu dài hạn,Phát hành trái phiếu dài hạn,Phát hành trái phiếu dài hạn,Phát hành trái phiếu dài hạn,,
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,
"Credit Suisse AG, Chi nhánh Singapore (xiv)","Loại phát hành theo mệnh giá > Credit Suisse AG, Chi nhánh Singapore (xiv)","Credit Suisse AG, Chi nhánh Singapore (xiv)",7.085.778.000.000,-,7085778000000.0,
Dallas Vietnam Gamma Ltd (xv),Loại phát hành theo mệnh giá > Dallas Vietnam Gamma Ltd (xv),Dallas Vietnam Gamma Ltd (xv),4.620.000.000.000,-,4620000000000.0,
Công ty Cổ phần Chứng khoán Dầu Khí (xvi),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Dầu Khí (xvi),Công ty Cổ phần Chứng khoán Dầu Khí (xvi),1.500.000.000.000,-,1500000000000.0,
"Credit Suisse AG, Chi nhánh Singapore (xv)","Loại phát hành theo mệnh giá > Credit Suisse AG, Chi nhánh Singapore (xv)","Credit Suisse AG, Chi nhánh Singapore (xv)",1.154.000.000.000,-,1154000000000.0,
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xvii),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xvii),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xvii),500.000.000.000,-,500000000000.0,
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xviii),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xviii),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xviii),250.000.000.000,250.000.000.000,250000000000.0,250000000000.0
"Credit Suisse AG, Chi nhánh Singapore","Loại phát hành theo mệnh giá > Credit Suisse AG, Chi nhánh Singapore","Credit Suisse AG, Chi nhánh Singapore",-,6.876.000.000.000,,6876000000000.0
Ngân hàng TMCP Việt Nam Thịnh Vương,Loại phát hành theo mệnh giá > Ngân hàng TMCP Việt Nam Thịnh Vương,Ngân hàng TMCP Việt Nam Thịnh Vương,-,7.000.000.000.000,,7000000000000.0
Công ty Cổ phần Chứng khoán MB,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,-,1.000.000.000.000,,1000000000000.0
Công ty Cổ phần Chứng khoán Dầu Khí (v),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Dầu Khí (v),Công ty Cổ phần Chứng khoán Dầu Khí (v),-,1.000.000.000.000,,1000000000000.0
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,-,1.000.000.000.000,,1000000000000.0
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn,Loại phát hành theo mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn,Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn,-,470.000.000.000,,470000000000.0
Công ty TNHH Chứng khoán YuanTa,Loại phát hành theo mệnh giá > Công ty TNHH Chứng khoán YuanTa,Công ty TNHH Chứng khoán YuanTa,-,430.700.000.000,,430700000000.0
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,-,300.000.000.000,,300000000000.0
Công ty Cổ phần Chứng khoán Dầu Khí,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Dầu Khí,Công ty Cổ phần Chứng khoán Dầu Khí,-,290.159.200.000,,290159200000.0
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,-,220.000.000.000,,220000000000.0
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Loại phát hành theo mệnh giá > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh,-,137.600.000.000,,137600000000.0
,,,15.109.778.000.000,18.974.459.200.000,15109778000000.0,18974459200000.0
