row_label_raw,row_label_full,STT,Tên công ty,Địa điểm,Ngành nghề,31.12.2022 > Tỷ lệ sở hữu %,31.12.2022 > Giá gốc VND,31.12.2022 > Giá trị hợp lý VND,31.12.2022 > Dự phòng VND,31.12.2021 > Tỷ lệ sở hữu %,31.12.2021 > Giá gốc VND,31.12.2021 > Giá trị hợp lý VND,31.12.2021 > Dự phòng VND,numeric__Tên công ty,numeric__Địa điểm,numeric__Ngành nghề,numeric__31.12.2022 > Tỷ lệ sở hữu %,numeric__31.12.2022 > Giá gốc VND,numeric__31.12.2022 > Giá trị hợp lý VND,numeric__31.12.2022 > Dự phòng VND,numeric__31.12.2021 > Tỷ lệ sở hữu %,numeric__31.12.2021 > Giá gốc VND,numeric__31.12.2021 > Giá trị hợp lý VND,numeric__31.12.2021 > Dự phòng VND
1,1,1,Công ty Cổ phần Hồng Ngư City (tên gọi trước đáy là Công ty Cổ phần Mekong Smart City),Tỉnh Đồng Tháp,Kinh doanh bất động sản,"15,00",15.000.000.000,(*),-,"15,00",15.000.000.000,(*),-,,,,15.0,15000000000.0,,,15.0,15000000000.0,,
2,2,2,Công ty Cổ phần Mekong Smart City,Tỉnh Đồng Tháp,Kinh doanh bất động sản,"7,98",9.000.000.000,(*),-,-,-,(*),-,,,,7.98,9000000000.0,,,,,,
3,3,3,Công ty Cổ phần Giáo Dục PTN,TP. Hồ Chí Minh,Giáo dục,"9,00",450.000.000,(*),-,"9,00",450.000.000,(*),-,,,,9.0,450000000.0,,,9.0,450000000.0,,
4,4,4,Công ty Cổ phần Nova Education Group,TP. Hồ Chí Minh,Giáo dục,"9,00",450.000.000,(*),-,"9,00",450.000.000,(*),-,,,,9.0,450000000.0,,,9.0,450000000.0,,
,,,,,,,24.900.000.000,,-,,15.900.000.000,,-,,,,,24900000000.0,,,,15900000000.0,,
