row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2022VND,2021VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 (Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 (Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 (Lỗ)/lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,(613.586.420.558),727.834.870.632,,-613586420558.0,727834870632.0
"02 Khấu hao tài sản cố định (""TSCĐ"") vàbất động sản đầu tư","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"") vàbất động sản đầu tư","02 Khấu hao tài sản cố định (""TSCĐ"") vàbất động sản đầu tư",35,48.083.126.672,49.427.697.996,35.0,48083126672.0,49427697996.0
04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiên tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiên tệ có gốc ngoại tệ,04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giálại các khoản mục tiên tệ có gốc ngoại tệ,,398.764.578.775,(26.420.965.031),,398764578775.0,-26420965031.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(3.633.749.513.944),(4.416.377.233.575),,-3633749513944.0,-4416377233575.0
06 Chi phí lãi vay và chi phí phát hành trái phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay và chi phí phát hành trái phiếu,06 Chi phí lãi vay và chi phí phát hành trái phiếu,,4.366.143.785.121,2.905.150.496.937,,4366143785121.0,2905150496937.0
08 Lãi/(lỗ) từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lãi/(lỗ) từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,08 Lãi/(lỗ) từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,,565.655.556.066,(760.385.133.041),,565655556066.0,-760385133041.0
09 Tăng các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Tăng các khoản phải thu,09 Tăng các khoản phải thu,,(4.482.289.592.171),(7.706.827.716.183),,-4482289592171.0,-7706827716183.0
10 Tăng hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 Tăng hàng tồn kho,10 Tăng hàng tồn kho,,(584.126.684),(4.014.414.222),,-584126684.0,-4014414222.0
11 Tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng các khoản phải trả,11 Tăng các khoản phải trả,,2.322.173.583.373,10.844.565.836.476,,2322173583373.0,10844565836476.0
12 Giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Giảm chi phí trả trước,12 Giảm chi phí trả trước,,22.579.559.834,54.524.028.818,,22579559834.0,54524028818.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(3.286.628.408.015),(3.233.698.366.790),,-3286628408015.0,-3233698366790.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,-,(13.093.601.091),,,-13093601091.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(4.859.093.427.597),(818.929.366.033),,-4859093427597.0,-818929366033.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm, xây dựng TSCĐ","21 Tiền chi để mua sắm, xây dựng TSCĐ",,(30.924.842.571),(23.830.030.359),,-30924842571.0,-23830030359.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",,954.545.455,-,,954545455.0,
24 Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay,24 Tiền thu hồi cho vay,,15.818.959.233,149.762.730.103,,15818959233.0,149762730103.0
25 Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,,(19.238.607.500.000),(17.921.085.990.000),,-19238607500000.0,-17921085990000.0
26 Tiền thu hồi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26 Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26 Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,8.841.065.500.000,3.740.835.000.000,,8841065500000.0,3740835000000.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,2.125.416.011.904,2.387.114.890.642,,2125416011904.0,2387114890642.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(8.286.277.325.979),(11.667.203.399.614),,-8286277325979.0,-11667203399614.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31 Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31 Tiền thu từ phát hành cổ phiếu,31 Tiền thu từ phát hành cổ phiếu,25,193.042.000.000,4.592.105.993.600,25.0,193042000000.0,4592105993600.0
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,21,21.430.536.024.259,21.917.743.586.053,21.0,21430536024259.0,21917743586053.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(10.242.795.808.769),(14.758.260.546.829),,-10242795808769.0,-14758260546829.0
40 Lưu chuyển thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển thuần từ hoạt động tài chính,40 Lưu chuyển thuần từ hoạt động tài chính,,11.380.782.215.490,11.751.589.032.824,,11380782215490.0,11751589032824.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(1.764.588.538.086),(734.543.732.823),,-1764588538086.0,-734543732823.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,2.387.919.600.559,3.122.463.083.998,3.0,2387919600559.0,3122463083998.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,(96.043.464),249.384,,-96043464.0,249384.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,623.235.019.009,2.387.919.600.559,3.0,623235019009.0,2387919600559.0
