row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,31.12.2022VND,31.12.2021VND,,,
i),i),i),Doanh số chuyển nhượng cổ phần,Doanh số chuyển nhượng cổ phần,Doanh số chuyển nhượng cổ phần,,,
i),i) > i),i),Công ty Cổ phần Nova Hospitality,5.845.000.000.000,-,,5845000000000.0,
i),i) > i),i),Công ty Cổ phần The Prince Residence,2.710.000.000.000,-,,2710000000000.0,
i),i) > i),i),Công ty TNHH No Va Thảo Điền,-,1.063.000.000.000,,,1063000000000.0
i),i) > i),i),,8.555.000.000.000,1.063.000.000.000,,8555000000000.0,1063000000000.0
ii),ii),ii),Thu tiền từ hoạt động chuyển nhượng cổ phần,Thu tiền từ hoạt động chuyển nhượng cổ phần,Thu tiền từ hoạt động chuyển nhượng cổ phần,,,
ii),ii) > ii),ii),Công ty Cổ phần Nova Hospitality,5.845.000.000.000,-,,5845000000000.0,
ii),ii) > ii),ii),Công ty Cổ phần The Prince Residence,2.710.000.000.000,-,,2710000000000.0,
ii),ii) > ii),ii),Công ty TNHH No Va Thảo Điền,-,1.063.000.000.000,,,1063000000000.0
ii),ii) > ii),ii),,8.555.000.000.000,1.063.000.000.000,,8555000000000.0,1063000000000.0
iii),iii),iii),Cổ tức nhận được trong năm,Cổ tức nhận được trong năm,Cổ tức nhận được trong năm,,,
iii),iii) > iii),iii),Công ty TNHH Đầu tư và Phát triểnBất động sản An Phát,1.734.997.874.000,-,,1734997874000.0,
iii),iii) > iii),iii),Công ty TNHH Bất động sản Bách Hợp,199.533.644.000,518.787.475.000,,199533644000.0,518787475000.0
iii),iii) > iii),iii),Công ty Cổ phần Phát triển và Dịch vụ NhàBến Thành,2.400.000.000,2.400.000.000,,2400000000.0,2400000000.0
iii),iii) > iii),iii),Công ty TNHH Đầu tư Nova Saigon Royal,-,880.510.000.000,,,880510000000.0
iii),iii) > iii),iii),Công ty Cổ phần Địa ốc Thành Nhơn,-,335.916.405.000,,,335916405000.0
iii),iii) > iii),iii),Công ty Cổ phần Nova Festival,-,206.847.826.087,,,206847826087.0
iii),iii) > iii),iii),Công ty TNHH Bất động sản Khải Hưng,-,141.650.000.000,,,141650000000.0
iii),iii) > iii),iii),Công ty TNHH Nova Rivergate,-,99.767.808.000,,,99767808000.0
iii),iii) > iii),iii),Công ty TNHH Bất động sản Gia Đức,-,88.783.151.250,,,88783151250.0
iii),iii) > iii),iii),Công ty TNHH Đầu tư và Phát triểnBất động sản Nova Phúc Nguyên,-,79.979.200.000,,,79979200000.0
iii),iii) > iii),iii),,1.936.931.518.000,2.354.641.865.337,,1936931518000.0,2354641865337.0
