row_label_raw,row_label_full,Số dư đầu năm,Năm tài chính kết thúc ngày31.12.2022VND > 25.157.498.695,Năm tài chính kết thúc ngày31.12.2021VND > 42.603.267.003,numeric__Năm tài chính kết thúc ngày31.12.2022VND > 25.157.498.695,numeric__Năm tài chính kết thúc ngày31.12.2021VND > 42.603.267.003
Mua sắm,Mua sắm,Mua sắm,24.689.084.371,7.216.081.902,24689084371.0,7216081902.0
Chuyển sang TSCĐ hữu hình (Thuyết minh 11(a)),Chuyển sang TSCĐ hữu hình (Thuyết minh 11(a)),Chuyển sang TSCĐ hữu hình (Thuyết minh 11(a)),(21.486.995.160),-,-21486995160.0,
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,-,(1.744.000.000),,-1744000000.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(6.842.965.000),-,-6842965000.0,
Chuyển sang TSCĐ vô hình (Thuyết minh 11(b)),Chuyển sang TSCĐ vô hình (Thuyết minh 11(b)),Chuyển sang TSCĐ vô hình (Thuyết minh 11(b)),(447.000.000),-,-447000000.0,
Khác,Khác,Khác,(4.410.035.633),(22.917.850.210),-4410035633.0,-22917850210.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,16.659.587.273,25.157.498.695,16659587273.0,25157498695.0
