row_label_raw,row_label_full,STT,Tên,Địa điểm,Ngành nghề,31.12.2022 > Tỷ lệ sở hữu %,31.12.2022 > Tỷ lệ biểu quyết %,31.12.2022 > Giá gốc VND,31.12.2022 > Giá trị hợp lý VND,31.12.2021 > Dự phòng VND,31.12.2021 > Tỷ lệ sở hữu %,31.12.2021 > Tỷ lệ biểu quyết %,31.12.2021 > Giá gốc VND,numeric__Tên,numeric__Địa điểm,numeric__Ngành nghề,numeric__31.12.2022 > Tỷ lệ sở hữu %,numeric__31.12.2022 > Tỷ lệ biểu quyết %,numeric__31.12.2022 > Giá gốc VND,numeric__31.12.2022 > Giá trị hợp lý VND,numeric__31.12.2021 > Dự phòng VND,numeric__31.12.2021 > Tỷ lệ sở hữu %,numeric__31.12.2021 > Tỷ lệ biểu quyết %,numeric__31.12.2021 > Giá gốc VND
1,1,1,Công ty Cổ phần Nova Hospitality,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",20.115.509.210.000,(*),-,"100,00%","100,00%",11.850.901.710.000,,,,1.0,1.0,20115509210000.0,,,1.0,1.0,11850901710000.0
2,2,2,Công ty TNHH No Va Thảo Điền,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",7.821.622.500.000,(*),-,"99,99%","99,99%",6.691.622.500.000,,,,0.9998999999999999,0.9998999999999999,7821622500000.0,,,0.9998999999999999,0.9998999999999999,6691622500000.0
3,3,3,Công ty Cổ phần Địa ốc No Va Mỹ Đình,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",7.550.594.000.000,(*),-,"99,99%","99,99%",6.851.594.000.000,,,,0.9998999999999999,0.9998999999999999,7550594000000.0,,,0.9998999999999999,0.9998999999999999,6851594000000.0
4,4,4,Công ty TNHH Bắt động sản Khải Hưng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"97,76%","97,76%",6.920.965.000.000,(*),-,"97,76%","97,76%",6.920.965.000.000,,,,0.9776,0.9776,6920965000000.0,,,0.9776,0.9776,6920965000000.0
5,5,5,Công ty Cổ phần Đầu tư Địa ốc No Va,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,09%","99,97%",5.470.700.000.000,(*),-,"97,59%","97,59%",4.320.700.000.000,,,,0.9809,0.9997,5470700000000.0,,,0.9759,0.9759,4320700000000.0
6,6,6,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",3.527.393.300.000,(*),-,"99,99%","99,99%",3.527.393.300.000,,,,1.0,1.0,3527393300000.0,,,0.9998999999999999,0.9998999999999999,3527393300000.0
7,7,7,Công ty TNHH Bắt động sản Gia Đức,Tỉnh Đồng Nai,Kinh doanh bất động sản,"99,99%","100,00%",3.739.989.500.000,(*),-,"99,99%","99,99%",2.209.989.500.000,,,,0.9998999999999999,1.0,3739989500000.0,,,0.9998999999999999,0.9998999999999999,2209989500000.0
8,8,8,Công ty Cổ phần The Prince Residence,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,96%","99,96%",3.140.639.200.000,(*),-,"99,89%","99,89%",1.140.639.200.000,,,,0.9995999999999999,0.9995999999999999,3140639200000.0,,,0.9989,0.9989,1140639200000.0
9,9,9,Công ty TNHH Đầu tư Bắt động sản Unity,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98%","99,98%",2.629.500.000.000,(*),-,"99,98%","99,98%",2.149.500.000.000,,,,0.9998,0.9998,2629500000000.0,,,0.9998,0.9998,2149500000000.0
10,10,10,Công ty TNHH Đầu tư Bắt động sản Tân Kim Yến,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99%","99,99%",2.204.600.000.000,(*),-,"99,99%","99,99%",2.204.600.000.000,,,,0.9998999999999999,0.9998999999999999,2204600000000.0,,,0.9998999999999999,0.9998999999999999,2204600000000.0
11,11,11,Công ty TNHH Bắt động sản Đà Lat Valley,Tỉnh Đồng Nai,Kinh doanh bất động sản,"72,62%","72,62%",2.000.000.000.000,(*),-,-,-,(*),,,,0.7262000000000001,0.7262000000000001,2000000000000.0,,,,,
12,12,12,Công ty TNHH Đầu tư và Bắt động sản Tường Minh,Tỉnh Đồng Nai,Kinh doanh bất động sản,"99,99%","100,00%",1.925.665.604.000,(*),-,"99,99%","99,99%",1.925.665.604.000,,,,0.9998999999999999,1.0,1925665604000.0,,,0.9998999999999999,0.9998999999999999,1925665604000.0
13,13,13,Công ty TNHH Bắt động sản Bách Hợp,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,77%","99,77%",1.910.786.560.000,(*),-,"99,77%","99,77%",1.910.786.560.000,,,,0.9976999999999999,0.9976999999999999,1910786560000.0,,,0.9976999999999999,0.9976999999999999,1910786560000.0
14,14,14,Công ty TNHH Đầu tư và Phát triển Bắt động sản An Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00%","100,00%",1.632.498.000.000,(*),-,"100,00%","100,00%",1.632.498.000.000,,,,1.0,1.0,1632498000000.0,,,1.0,1.0,1632498000000.0
