row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,,,,,,,
,,,Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),,,,,,,
50,STT > 50,50,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,82","99,83","99,82","99,83",,,,99.82,99.83,99.82,99.83
51,STT > 51,51,Công ty TNHH Bất động sản Đà Lạt Lake,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,99","99,97","99,99",,,,99.97,99.99,99.97,99.99
52,STT > 52,52,Công ty TNHH Du lịch Bình An,Tỉnh Bà Rịa - Vũng Tàu,Dịch vụ lưu trú ngắn ngày,"99,97","99,99","99,97","99,99",,,,99.97,99.99,99.97,99.99
53,STT > 53,53,Công ty Cổ phần Đức Tân,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,99","99,99",-,-,,,,99.99,99.99,,
54,STT > 54,54,Công ty Cổ phần Đầu tư Du lịch Trùng Dương,Tỉnh Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,50","99,50",-,-,,,,99.5,99.5,,
55,STT > 55,55,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,Tỉnh Đồng Nai,Kinh doanh bất động sản,"100,00","100,00",-,-,,,,100.0,100.0,,
56,STT > 56,56,Công ty TNHH Đầu tư Trúc Quỳnh,TP. Hồ Chí Minh,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","99,99","99,99",-,-,,,,99.99,99.99,,
57,STT > 57,57,Công ty TNHH Carava Resort,Tỉnh Khánh Hòa,Kinh doanh bất động sản,-,-,"95,49","95,49",,,,,,95.49,95.49
58,STT > 58,58,Công ty TNHH Vườn bách thảo Hồ Tràm,Tỉnh Bà Rịa - Vũng Tà,"Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên",-,-,"99,00","99,00",,,,,,99.0,99.0
,,,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,,,,,,,
1,STT > 1,1,Công ty TNHH Sài Gòn Gôn,TP. Hồ Chí Minh,Kinh doanh bất động sản,"50,00","50,00","50,00","50,00",,,,50.0,50.0,50.0,50.0
2,STT > 2,2,Công ty Cổ phần Hùng Ngư Security,TP. Hồ Chí Minh,Hoạt động bảo vệ cá nhân,"24,00","24,00","24,00","24,00",,,,24.0,24.0,24.0,24.0
3,STT > 3,3,Công ty Cổ phần Thương mại Đầu tư Bất động sản Phú Trí,TP. Hồ Chí Minh,Kinh doanh bất động sản,"48,98","48,98","48,98","48,98",,,,48.98,48.98,48.98,48.98
4,STT > 4,4,Công ty TNHH Đô thị Dịch vụ Amata Long Thành 1,Tỉnh Đồng Nai,Kinh doanh bất động sản,"48,89","49,00","48,89","49,00",,,,48.89,49.0,48.89,49.0
5,STT > 5,5,Công ty TNHH Đô thị Dịch vụ Amata Long Thành 2,Tỉnh Đồng Nai,Kinh doanh bất động sản,"49,00","49,00","49,00","49,00",,,,49.0,49.0,49.0,49.0
6,STT > 6,6,Công ty Cổ phần Đầu tư Nova SQN,TP. Hồ Chí Minh,Kinh doanh bất động sản,-,-,"49,72","49,72",,,,,,49.72,49.72
