row_label_raw,row_label_full,col_0,31.12.2022VND,31.12.2021VND,numeric__31.12.2022VND,numeric__31.12.2021VND
Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,,
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,
Ngân hàng TMCP Việt Nam Thịnh Vượng (i),Loại phát hành theo mệnh giá > Ngân hàng TMCP Việt Nam Thịnh Vượng (i),Ngân hàng TMCP Việt Nam Thịnh Vượng (i),7.000.000.000.000,-,7000000000000.0,
Công ty Cổ phần Chứng khoán Kỹ Thương (ii),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Kỹ Thương (ii),Công ty Cổ phần Chứng khoán Kỹ Thương (ii),1.300.000.000.000,-,1300000000000.0,
Công ty Cổ phần Chứng khoán Dầu Khí (iii),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Dầu Khí (iii),Công ty Cổ phần Chứng khoán Dầu Khí (iii),1.000.000.000.000,-,1000000000000.0,
Công ty Cổ phần Chứng khoán Dầu Khí (iv),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Dầu Khí (iv),Công ty Cổ phần Chứng khoán Dầu Khí (iv),1.000.000.000.000,,1000000000000.0,
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (v),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (v),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (v),1.000.000.000.000,-,1000000000000.0,
Công ty Cổ phần Chứng khoán MB (vi),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán MB (vi),Công ty Cổ phần Chứng khoán MB (vi),864.003.400.000,-,864003400000.0,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),Loại phát hành theo mệnh giá > Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Sài Gòn (vii),650.000.000.000,450.000.000.000,650000000000.0,450000000000.0
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (viii),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (viii),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (viii),625.700.000.000,-,625700000000.0,
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (ix),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (ix),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (ix),300.000.000.000,-,300000000000.0,
Công ty TNHH Chứng khoán YuanTa (x),Loại phát hành theo mệnh giá > Công ty TNHH Chứng khoán YuanTa (x),Công ty TNHH Chứng khoán YuanTa (x),258.420.000.000,-,258420000000.0,
Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xi),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xi),Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam (xi),220.000.000.000,-,220000000000.0,
