row_label_raw,row_label_full,col_0,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,"numeric__Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",numeric__Cho thuê tài sản VND,numeric__Tổng cộng VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,1.030.853.121.437,8.832.356.751,1.039.685.478.188,1030853121437.0,8832356751.0,1039685478188.0
Giá vốn,Giá vốn,Giá vốn,(851.597.400.570),(6.092.808.181),(857.690.208.751),-851597400570.0,-6092808181.0,-857690208751.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,179.255.720.867,2.739.548.570,181.995.269.437,179255720867.0,2739548570.0,181995269437.0
