row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31.12.2022,31.12.2022_1,31.12.2021,31.12.2021_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31.12.2022,numeric__31.12.2022_1,numeric__31.12.2021,numeric__31.12.2021_1
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,,,,,,,
,,,Công ty con gián tiếp:,Công ty con gián tiếp:,Công ty con gián tiếp:,Công ty con gián tiếp:,Công ty con gián tiếp:,Công ty con gián tiếp:,Công ty con gián tiếp:,,,,,,,
1,STT > 1,1,Công ty TNHH Delta - Valley Bình Thuận,Tình Bình Thuận,Kinh doanh bất động sản,"99,85","100,00","99,85","100,00",,,,99.85,100.0,99.85,100.0
2,STT > 2,2,Công ty TNHH Đầu tư Bất động sản Long Hưng Phát,Tình Đông Nai,Kinh doanh bất động sản,"79,98","100,00","79,97","100,00",,,,79.98,100.0,79.97,100.0
3,STT > 3,3,Công ty Cổ phần Hoàn Vũ,Tình Bà Rịa - Vũng Tàu,Xây dựng nhà đề ở,"99,85","99,88","99,85","99,88",,,,99.85,99.88,99.85,99.88
4,STT > 4,4,Công ty TNHH Đầu tư và Phát triển Bất động sản 350,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,99","99,97","99,99",,,,99.97,99.99,99.97,99.99
5,STT > 5,5,Công ty TNHH Thương mại Đầu tư Địa ốc 38,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
6,STT > 6,6,Công ty Cổ phần Đầu tư và Bất động sản Ngọc Uyên,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
7,STT > 7,7,Công ty Cổ phần Đầu tư Bất động sản Trường Thạnh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
8,STT > 8,8,Công ty TNHH Bất động sản Bảo Phúc,TP. Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
9,STT > 9,9,Công ty Cổ phần Nova Richstar,TP. Hồ Chí Minh,"Kinh doanh bất động sản, cho thuê nhà xưởng, kho","99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
10,STT > 10,10,Công ty TNHH Đầu tư và Phát triển Phước Long,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
11,STT > 11,11,Công ty TNHH Bất động sản Gia Phú,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
12,STT > 12,12,Công ty TNHH Mega Tie,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,59","99,99","98,59","99,99",,,,98.59,99.99,98.59,99.99
13,STT > 13,13,Công ty Cổ phần Đầu tư Bất động sản Trường Tây,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98","99,97","99,98",,,,99.97,99.98,99.97,99.98
14,STT > 14,14,Công ty Cổ phần Bất động sản Thịnh Vượng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
15,STT > 15,15,Công ty TNHH Bất động sản Nova Riverside,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,98","99,97","99,98",,,,99.97,99.98,99.97,99.98
,,,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thuận Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
16,STT > 16,16,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thuận Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
17,STT > 17,17,Công ty Cổ phần Huỳnh Gia Huy,Tình Bình Thuận,Dịch vụ lưu trú ngắn ngày,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
18,STT > 18,18,Công ty Cổ phần Địa ốc Nhật Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,80","99,98","99,80","99,98",,,,99.8,99.98,99.8,99.98
19,STT > 19,19,Công ty Cổ phần Dịch vụ Đầu tư Lucky House,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
20,STT > 20,20,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99","99,97","99,97",,,,99.99,99.99,99.97,99.97
21,STT > 21,21,Công ty Cổ phần Bất động sản Đình Phát,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,95","99,96",,,,99.95,99.96,99.95,99.96
22,STT > 22,22,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,96","99,95","99,96",,,,99.95,99.96,99.95,99.96
23,STT > 23,23,Công ty Cổ phần Bất động sản Nova Lexington,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,95","99,97","99,95","99,97",,,,99.95,99.97,99.95,99.97
24,STT > 24,24,Công ty TNHH Tập đoàn Đầu tư KM,TP. Hồ Chí Minh,Tư vấn đầu tư,"99,85","99,90","99,85","99,90",,,,99.85,99.9,99.85,99.9
25,STT > 25,25,Công ty TNHH Merufa-Nova,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,90","99,89","99,90",,,,99.89,99.9,99.89,99.9
