row_label_raw,row_label_full,col_0,Tại ngày1.1.2022VND,Nhận tiền vayVND,Chênh lệch tỷgiàVND,Vay dài hạnđến hạn trảVND,Trả nợ vay/phân bố chỉ phíphát hành tráiphiềuVND,Tại ngày31.12.2022VND,Số có khả năng trả nợVND,numeric__Tại ngày1.1.2022VND,numeric__Nhận tiền vayVND,numeric__Chênh lệch tỷgiàVND,numeric__Vay dài hạnđến hạn trảVND,numeric__Trả nợ vay/phân bố chỉ phíphát hành tráiphiềuVND,numeric__Tại ngày31.12.2022VND,numeric__Số có khả năng trả nợVND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),1.190.555.444.566,537.392.983.877,1.418.285.668,1.315.665.712.976,(2.150.005.608.769),895.026.818.318,895.026.818.318,1190555444566.0,537392983877.0,1418285668.0,1315665712976.0,-2150005608769.0,895026818318.0,895026818318.0
Vay bên thứ ba (**),Vay bên thứ ba (**),Vay bên thứ ba (**),1.466.880.000.000,60.000.000.000,47.551.860.080,2.489.286.075.750,(1.582.522.400.000),2.481.195.535.830,2.481.195.535.830,1466880000000.0,60000000000.0,47551860080.0,2489286075750.0,-1582522400000.0,2481195535830.0,2481195535830.0
Trải phiếu (***),Trải phiếu (***),Trải phiếu (***),4.740.000.000.000,1.625.700.000.000,-,14.015.600.000.000,(5.868.276.600.000),14.513.023.400.000,14.513.023.400.000,4740000000000.0,1625700000000.0,,14015600000000.0,-5868276600000.0,14513023400000.0,14513023400000.0
Chi phí phát hành tráiphiếu,Chi phí phát hành tráiphiếu,Chi phí phát hành tráiphiếu,(66.360.932.657),(54.916.630.333),-,(158.171.483.565),217.079.646.017,(62.369.400.538),(62.369.400.538),-66360932657.0,-54916630333.0,,-158171483565.0,217079646017.0,-62369400538.0,-62369400538.0
,,,7.331.074.511.909,2.168.176.353.544,48.970.145.748,17.662.380.305.161,(9.383.724.962.752),17.826.876.353.610,17.826.876.353.610,7331074511909.0,2168176353544.0,48970145748.0,17662380305161.0,-9383724962752.0,17826876353610.0,17826876353610.0
