row_label_raw,row_label_full,col_0,31.12.2022 > Giá trị VND,31.12.2022 > Dụ phòng VND,31.12.2021 > Giá trị VND,31.12.2021 > Dụ phòng VND,numeric__31.12.2022 > Giá trị VND,numeric__31.12.2022 > Dụ phòng VND,numeric__31.12.2021 > Giá trị VND,numeric__31.12.2021 > Dụ phòng VND
"Đặt cọc mua cổ phần, ứng vốn","Đặt cọc mua cổ phần, ứng vốn","Đặt cọc mua cổ phần, ứng vốn",3.817.404.295.518,-,57.404.295.518,-,3817404295518.0,,57404295518.0,
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",192.451.397.000,-,359.922.418.806,-,192451397000.0,,359922418806.0,
Lãi phải thu từ hợp đồng hợp tác đầu tư,Lãi phải thu từ hợp đồng hợp tác đầu tư,Lãi phải thu từ hợp đồng hợp tác đầu tư,59.094.314.521,-,122.844.300.274,-,59094314521.0,,122844300274.0,
"Đặt cọc, ký quỹ","Đặt cọc, ký quỹ","Đặt cọc, ký quỹ",25.235.208.234,-,25.235.208.234,-,25235208234.0,,25235208234.0,
Lãi cho vay phải thu,Lãi cho vay phải thu,Lãi cho vay phải thu,4.625.232.725,-,5.737.254.334,-,4625232725.0,,5737254334.0,
Tạm ứng,Tạm ứng,Tạm ứng,2.741.984.144,-,4.062.169.809,-,2741984144.0,,4062169809.0,
Khác,Khác,Khác,96.215.108.790,-,383.242.795.683,-,96215108790.0,,383242795683.0,
,,,4.197.767.540.932,-,958.448.442.658,-,4197767540932.0,,958448442658.0,
