row_label_raw,row_label_full,col_0,31.12.2022VND,31.12.2021VND,numeric__31.12.2022VND,numeric__31.12.2021VND
Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,
Công ty Cổ phần Đầu tư Phát triển NSQ,Phải thu ngắn hạn của khách hàng (Thuyết minh 5) > Công ty Cổ phần Đầu tư Phát triển NSQ,Công ty Cổ phần Đầu tư Phát triển NSQ,24.422.370.000,30.410.645.644,24422370000.0,30410645644.0
ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)),,
Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát,Công ty TNHH Đầu tư và Phát triển Bất động sản An Phát,138.578.915.000,-,138578915000.0,
Công ty TNHH Bất động sản Khải Hưng,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất động sản Khải Hưng,Công ty TNHH Bất động sản Khải Hưng,53.872.482.000,53.872.482.000,53872482000.0,53872482000.0
Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,33.815.948.266,33.815.948.266,33815948266.0,33815948266.0
Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0
Công ty TNHH Delta - Valley Bình Thuận,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Delta - Valley Bình Thuận,Công ty TNHH Delta - Valley Bình Thuận,3.226.831.752,3.226.831.752,3226831752.0,3226831752.0
Công ty TNHH Bất động sản Bách Hợp,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất động sản Bách Hợp,Công ty TNHH Bất động sản Bách Hợp,-,181.575.616.000,,181575616000.0
Công ty TNHH Bất động sản Gia Đức,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Bất động sản Gia Đức,Công ty TNHH Bất động sản Gia Đức,-,104.992.664.000,,104992664000.0
Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,ii) Các khoản phải thu ngắn hạn khác (Thuyết minh 7(a)) > Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,-,19.481.656.806,,19481656806.0
,,,244.494.177.018,411.965.198.824,244494177018.0,411965198824.0
Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),Các khoản phải thu dài hạn khác (Thuyết minh 7(b)),,
Công ty TNHH The Forest City,Các khoản phải thu dài hạn khác (Thuyết minh 7(b)) > Công ty TNHH The Forest City,Công ty TNHH The Forest City,200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
Công ty TNHH Bất động sản Đà Lạt Valley,Các khoản phải thu dài hạn khác (Thuyết minh 7(b)) > Công ty TNHH Bất động sản Đà Lạt Valley,Công ty TNHH Bất động sản Đà Lạt Valley,5.423.600.000.000,-,5423600000000.0,
,,,5.623.600.000.000,200.000.000.000,5623600000000.0,200000000000.0
Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện ngắn hạn (Thuyết minh 19(a)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,1.372.105.240,1.372.105.240,1372105240.0,1372105240.0
Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện dài hạn (Thuyết minh 19(b)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,58.886.183.212,60.258.288.452,58886183212.0,60258288452.0
