row_label_raw,row_label_full,col_0,31.12.2022 > Giá trị VND,31.12.2022 > Số có khả năng trả nợ VND,31.12.2021 > Giá trị VND,31.12.2021 > Số có khả năng trả nợ VND,numeric__31.12.2022 > Giá trị VND,numeric__31.12.2022 > Số có khả năng trả nợ VND,numeric__31.12.2021 > Giá trị VND,numeric__31.12.2021 > Số có khả năng trả nợ VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,,,
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,,,,,,,,
Tư vấn Bắt động sản BI VI,Công ty Cổ phần > Tư vấn Bắt động sản BI VI,Tư vấn Bắt động sản BI VI,388.820.357.740,388.820.357.740,388.820.357.740,388.820.357.740,388820357740.0,388820357740.0,388820357740.0,388820357740.0
Ông Nguyễn Quốc Hiền,Công ty Cổ phần > Ông Nguyễn Quốc Hiền,Ông Nguyễn Quốc Hiền,-,-,1.500.000.000.000,1.500.000.000.000,,,1500000000000.0,1500000000000.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,,,,,,,,
Đầu tư Bắt động sản Vạn Hoa,Công ty Cổ phần > Đầu tư Bắt động sản Vạn Hoa,Đầu tư Bắt động sản Vạn Hoa,-,-,430.000.000.000,430.000.000.000,,,430000000000.0,430000000000.0
Khác,Công ty Cổ phần > Khác,Khác,14.139.422.053,14.139.422.053,14.151.243.579,14.151.243.579,14139422053.0,14139422053.0,14151243579.0,14151243579.0
Bên liên quan(Thuyết minh 38(b)),Công ty Cổ phần > Bên liên quan(Thuyết minh 38(b)),Bên liên quan(Thuyết minh 38(b)),995.404.405.733,995.404.405.733,-,-,995404405733.0,995404405733.0,,
,,,1.398.364.185.526,1.398.364.185.526,2.332.971.601.319,2.332.971.601.319,1398364185526.0,1398364185526.0,2332971601319.0,2332971601319.0
