row_label_raw,row_label_full,col_0,31.12.2022 > Giá gốc VND,31.12.2022 > Giá trị hợp lý VND,31.12.2022 > Dự phòng VND,31.12.2021 > Giá gốc VND,31.12.2021 > Giá trị hợp lý VND,31.12.2021 > Dự phòng VND,numeric__31.12.2022 > Giá gốc VND,numeric__31.12.2022 > Giá trị hợp lý VND,numeric__31.12.2022 > Dự phòng VND,numeric__31.12.2021 > Giá gốc VND,numeric__31.12.2021 > Giá trị hợp lý VND,numeric__31.12.2021 > Dự phòng VND
Đầu tư vào công ty con (i),Đầu tư vào công ty con (i),Đầu tư vào công ty con (i),75.817.539.582.977,(*),-,63.466.970.082.977,(*),-,75817539582977.0,,,63466970082977.0,,
Đầu tư vào công ty liên kết (ii),Đầu tư vào công ty liên kết (ii),Đầu tư vào công ty liên kết (ii),75.392.060.000,(*),-,75.392.060.000,(*),-,75392060000.0,,,75392060000.0,,
Đầu tư vào đơn vị khác (iii),Đầu tư vào đơn vị khác (iii),Đầu tư vào đơn vị khác (iii),24.900.000.000,(*),-,15.900.000.000,(*),-,24900000000.0,,,15900000000.0,,
,,,75.917.831.642.977,,-,63.558.262.142.977,,-,75917831642977.0,,,63558262142977.0,,
