row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu cung cấp dịch vụ,,1.039.685.478.188,1.014.647.449.103,,,1039685478188.0,1014647449103.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu cung cấp dịch vụ,27,1.039.685.478.188,1.014.647.449.103,,27.0,1039685478188.0,1014647449103.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,28,(857.690.208.751),(849.909.798.439),,28.0,-857690208751.0,-849909798439.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ,,181.995.269.437,164.737.650.664,,,181995269437.0,164737650664.0
21,02 > 21,21,Doanh thu hoạt động tài chính,29,4.835.355.982.315,5.223.720.805.735,,29.0,4835355982315.0,5223720805735.0
22,02 > 22,22,Chi phí tài chính,30,(5.561.010.931.330),(4.512.416.727.341),,30.0,-5561010931330.0,-4512416727341.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,30,(4.003.206.713.991),(2.367.691.649.806),,30.0,-4003206713991.0,-2367691649806.0
25,02 > 25,25,Chi phí bán hàng,31,(9.244.455.367),(10.627.457.331),,31.0,-9244455367.0,-10627457331.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,32,(73.499.900.871),(79.456.921.063),,32.0,-73499900871.0,-79456921063.0
30,02 > 30,30,(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh,,(626.404.035.816),785.957.350.664,,,-626404035816.0,785957350664.0
31,02 > 31,31,Thu nhập khác,,13.739.821.545,1.210.548.765,,,13739821545.0,1210548765.0
32,02 > 32,32,Chi phí khác,,(922.206.287),(59.333.028.797),,,-922206287.0,-59333028797.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác,33,12.817.615.258,(58.122.480.032),,33.0,12817615258.0,-58122480032.0
50,02 > 50,50,Tổng (lỗ)/lợi nhuận kế toán trước thuế,,(613.586.420.558),727.834.870.632,,,-613586420558.0,727834870632.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,34,-,-,,34.0,,
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,34,-,-,,34.0,,
60,02 > 60,60,(Lỗ)/lợi nhuận sau thuế TNDN,,(613.586.420.558),727.834.870.632,,,-613586420558.0,727834870632.0
