row_label_raw,row_label_full,col_0,31.12.2022VND,31.12.2021VND,numeric__31.12.2022VND,numeric__31.12.2021VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),Vay ngắn hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (i),300.000.000.000,-,300000000000.0,
Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),Vay ngắn hạn > Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),Ngân hàng TMCP Hàng Hải Việt Nam - Chi nhánh Thành phố Hồ Chí Minh (ii),200.080.000.000,200.000.000.000,200080000000.0,200000000000.0
The HongKong and Shanghai Banking Corporation Limited – Chi nhánh Singapore (iii),Vay ngắn hạn > The HongKong and Shanghai Banking Corporation Limited – Chi nhánh Singapore (iii),The HongKong and Shanghai Banking Corporation Limited – Chi nhánh Singapore (iii),189.840.000.000,-,189840000000.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iv),Vay ngắn hạn > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iv),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Sài Gòn (iv),137.206.819.674,211.161.731.590,137206819674.0,211161731590.0
Deutsche Investitions- und Entwicklungsgesellschaft mbH (v),Vay ngắn hạn > Deutsche Investitions- und Entwicklungsgesellschaft mbH (v),Deutsche Investitions- und Entwicklungsgesellschaft mbH (v),67.799.998.644,65.485.712.976,67799998644.0,65485712976.0
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh – Chi nhánh Hội sở (v),Vay ngắn hạn > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh – Chi nhánh Hội sở (v),Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh – Chi nhánh Hội sở (v),100.000.000,100.000.000,100000000.0,100000000.0
Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội,Vay ngắn hạn > Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội,Ngân hàng Industrial and Commercial Bank of China Limited - Chi nhánh Thành phố Hà Nội,-,72.000.000.000,,72000000000.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,-,398.808.000.000,,398808000000.0
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1,Vay ngắn hạn > Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh 1,-,13.800.000.000,,13800000000.0
Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vay ngắn hạn > Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,Vietnam Joint Stock Commercial Bank for Industry and Trade Filiale Deutschland,-,229.200.000.000,,229200000000.0
,,,895.026.818.318,1.190.555.444.566,895026818318.0,1190555444566.0
