row_label_raw,row_label_full,col_0,Thuyết minh,2024Triệu VND,2023Triệu VND(Phân loại lại),numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND(Phân loại lại)
Tổng lợi nhuận trước thuế(mang sang từ trang trước),Tổng lợi nhuận trước thuế(mang sang từ trang trước),Tổng lợi nhuận trước thuế(mang sang từ trang trước),,8.944.234,10.641.090,,8944234.0,10641090.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,34,(1.787.517),(2.124.183),34.0,-1787517.0,-2124183.0
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,34,(1.787.517),(2.124.183),34.0,-1787517.0,-2124183.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,,7.156.717,8.516.907,,7156717.0,8516907.0
