row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2024Triệu VND,31/12/2023Triệu VND,,
Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,,
- Tiền gửi không kỳ hạn tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi không kỳ hạn tại Ngân hàng,- Tiền gửi không kỳ hạn tại Ngân hàng,84.870,164.302,84870.0,164302.0
- Tiền gửi có kỳ hạn tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi có kỳ hạn tại Ngân hàng,- Tiền gửi có kỳ hạn tại Ngân hàng,179.550,262.250,179550.0,262250.0
- Giấy tờ có giá Ngân hàng phát hành,Công ty conVIB AMC > - Giấy tờ có giá Ngân hàng phát hành,- Giấy tờ có giá Ngân hàng phát hành,40.000,-,40000.0,
- Phải trả ủy thác cho VIB AMC,Công ty conVIB AMC > - Phải trả ủy thác cho VIB AMC,- Phải trả ủy thác cho VIB AMC,398,398,398.0,398.0
- Lãi phải trả cho tiền gửi tại Ngân hàng,Công ty conVIB AMC > - Lãi phải trả cho tiền gửi tại Ngân hàng,- Lãi phải trả cho tiền gửi tại Ngân hàng,1.517,529,1517.0,529.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường",,
- Cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Cho vay",- Cho vay,1.080,1.134,1080.0,1134.0
- Tiền gửi không kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Tiền gửi không kỳ hạn tại Ngân hàng",- Tiền gửi không kỳ hạn tại Ngân hàng,10.047,19.291,10047.0,19291.0
- Tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Tiền gửi có kỳ hạn tại Ngân hàng",- Tiền gửi có kỳ hạn tại Ngân hàng,5.938,88.613,5938.0,88613.0
- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trường > - Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng",- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,31,1.415,31.0,1415.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
- Cho vay,Các bên liên quan khác > - Cho vay,- Cho vay,59.765,64.399,59765.0,64399.0
- Tiền gửi không kỳ hạn tại Ngân hàng,Các bên liên quan khác > - Tiền gửi không kỳ hạn tại Ngân hàng,- Tiền gửi không kỳ hạn tại Ngân hàng,32.365,19.295,32365.0,19295.0
- Tiền gửi có kỳ hạn tại Ngân hàng,Các bên liên quan khác > - Tiền gửi có kỳ hạn tại Ngân hàng,- Tiền gửi có kỳ hạn tại Ngân hàng,254.219,435.172,254219.0,435172.0
- Giấy tờ có giá Ngân hàng phát hành,Các bên liên quan khác > - Giấy tờ có giá Ngân hàng phát hành,- Giấy tờ có giá Ngân hàng phát hành,3.300,800,3300.0,800.0
- Lãi phải thu từ cho vay,Các bên liên quan khác > - Lãi phải thu từ cho vay,- Lãi phải thu từ cho vay,372,95,372.0,95.0
- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,Các bên liên quan khác > - Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,2.327,4.595,2327.0,4595.0
