row_label_raw,row_label_full,col_0,Cho vaykhách hàngTriệu VND,Mua nợTriệu VND,Chứng khoánđầu tư (*)Triệu VND,Tiền gửi vàcho vay cácTCTĐkhác (**)Triệu VND,Tổng cộngTriệu VND,numeric__Cho vaykhách hàngTriệu VND,numeric__Mua nợTriệu VND,numeric__Chứng khoánđầu tư (*)Triệu VND,numeric__Tiền gửi vàcho vay cácTCTĐkhác (**)Triệu VND,numeric__Tổng cộngTriệu VND
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,301.905.639,8.613,40.062.333,104.640.972,446.617.557,301905639.0,8613.0,40062333.0,104640972.0,446617557.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,10.730.560,233,-,-,10.730.793,10730560.0,233.0,,,10730793.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,2.305.497,-,-,-,2.305.497,2305497.0,,,,2305497.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,2.670.580,-,-,-,2.670.580,2670580.0,,,,2670580.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,6.397.437,-,42.380,-,6.439.817,6397437.0,,42380.0,,6439817.0
,,,324.009.713,8.846,40.104.713,104.640.972,468.764.244,324009713.0,8846.0,40104713.0,104640972.0,468764244.0
