row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2024,Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuếcho năm kết thúcngày 31/12/2024Triệu VND,numeric__Mức tănglãi suất31/12/2024,numeric__Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuếcho năm kết thúcngày 31/12/2024Triệu VND
VND,VND,VND,"1,00%",(59.836),0.01,-59836.0
USD,USD,USD,"0,25%",15.303,0.0025,15303.0
