row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc Triệu VND,Máy móc thiết bị Triệu VND,Phương tiện vận tải Triệu VND,Thiết bị văn phòng Triệu VND,Tài sản cố định hữu hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Nhà cửa và vật kiến trúc Triệu VND,numeric__Máy móc thiết bị Triệu VND,numeric__Phương tiện vận tải Triệu VND,numeric__Thiết bị văn phòng Triệu VND,numeric__Tài sản cố định hữu hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,107.404,583.608,70.409,114.750,113.170,989.341,107404.0,583608.0,70409.0,114750.0,113170.0,989341.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,1.794,120.571,20.969,14.949,3.189,161.472,1794.0,120571.0,20969.0,14949.0,3189.0,161472.0
Thanh lý trong năm,Nguyên giá > Thanh lý trong năm,Thanh lý trong năm,(2.443),(13.982),(11.666),(1.954),(5.176),(35.221),-2443.0,-13982.0,-11666.0,-1954.0,-5176.0,-35221.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,106.755,690.197,79.712,127.745,111.183,1.115.592,106755.0,690197.0,79712.0,127745.0,111183.0,1115592.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,56.648,332.694,40.040,61.360,93.390,584.132,56648.0,332694.0,40040.0,61360.0,93390.0,584132.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.892,57.933,7.171,21.258,8.009,101.263,6892.0,57933.0,7171.0,21258.0,8009.0,101263.0
Thanh lý trong năm,Hao mòn lũy kế > Thanh lý trong năm,Thanh lý trong năm,(2.429),(13.934),(11.666),(1.190),(5.172),(34.391),-2429.0,-13934.0,-11666.0,-1190.0,-5172.0,-34391.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,61.111,376.693,35.545,81.428,96.227,651.004,61111.0,376693.0,35545.0,81428.0,96227.0,651004.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,50.756,250.914,30.369,53.390,19.780,405.209,50756.0,250914.0,30369.0,53390.0,19780.0,405209.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,45.644,313.504,44.167,46.317,14.956,464.588,45644.0,313504.0,44167.0,46317.0,14956.0,464588.0
